cog_id,root,clade_name,string_id,queryItem,cellular extravasation,cell junction organization,cell adhesion,extracellular matrix organization,epithelial to mesenchymal transition,regulation of metallopeptidase activity,metastasis suppressor,bp_count
KOG3667,30,Choanoflagellata,ENSP00000264657,STAT3,0,0,0,1,0,0,0,1
KOG3667,30,Choanoflagellata,ENSP00000341208,STAT5A,0,0,1,0,0,0,0,1
KOG1048,30,Choanoflagellata,ENSP00000263946,PKP1,0,0,1,0,0,0,0,1
KOG1048,30,Choanoflagellata,ENSP00000382004,CTNND1,0,0,1,0,0,0,0,1
KOG3594,30,Choanoflagellata,ENSP00000257189,DSG3,0,1,0,0,0,0,0,1
KOG3594,30,Choanoflagellata,ENSP00000268613,CDH13,0,0,1,0,0,0,0,1
KOG3594,30,Choanoflagellata,ENSP00000424565,CDHR2,0,0,1,0,0,0,0,1
KOG4107,30,Choanoflagellata,ENSP00000357288,LAMTOR2,0,1,0,0,0,0,0,1
KOG2996,30,Choanoflagellata,ENSP00000472929,VAV1,0,0,1,0,0,0,0,1
KOG3620,30,Choanoflagellata,ENSP00000386787,TMEM131L,0,0,1,0,0,0,0,1
KOG4297,30,Choanoflagellata,ENSP00000228434,CD69,0,0,1,0,0,0,0,1
KOG4297,30,Choanoflagellata,ENSP00000315477,CD209,0,0,1,0,0,0,0,1
KOG4297,30,Choanoflagellata,ENSP00000356016,CR1,0,0,1,0,0,0,0,1
KOG4297,30,Choanoflagellata,ENSP00000483624,CLECL1,0,0,1,0,0,0,0,1
KOG1218,30,Choanoflagellata,ENSP00000274473,MEGF10,0,0,1,0,0,0,0,1
KOG2320,30,Choanoflagellata,ENSP00000255006,RIN2,0,0,1,0,0,0,0,1
KOG4792,30,Choanoflagellata,ENSP00000300574,CRK,0,0,1,0,0,0,0,1
KOG4792,30,Choanoflagellata,ENSP00000346300,CRKL,0,0,1,0,0,0,0,1
KOG1565,30,Choanoflagellata,ENSP00000226218,VTN,0,0,1,0,0,0,0,1
KOG1565,30,Choanoflagellata,ENSP00000458585,MMP12,0,0,1,0,0,0,0,1
KOG4226,30,Choanoflagellata,ENSP00000233154,NCK2,0,0,1,0,0,0,0,1
KOG4226,30,Choanoflagellata,ENSP00000417273,NCK1,0,0,1,0,0,0,0,1
KOG3534,30,Choanoflagellata,ENSP00000444645,CYFIP2,0,1,0,0,0,0,0,1
KOG0685,30,Choanoflagellata,ENSP00000383042,KDM1A,0,0,0,0,1,0,0,1
KOG2649,30,Choanoflagellata,ENSP00000223357,AEBP1,0,0,0,1,0,0,0,1
NOG05397,30,Choanoflagellata,ENSP00000363482,WASHC2C,0,0,1,0,0,0,0,1
KOG2935,30,Choanoflagellata,ENSP00000478320,ATXN3,0,0,1,0,0,0,0,1
KOG0849,31,Fungi,ENSP00000260130,SDCBP,0,0,0,0,1,0,0,1
KOG3607,31,Fungi,ENSP00000257527,ADAM19,0,0,1,0,0,0,0,1
KOG3607,31,Fungi,ENSP00000349436,ADAM15,0,0,1,0,0,0,0,1
KOG3607,31,Fungi,ENSP00000419446,ADAM9,0,0,1,0,0,0,0,1
KOG4091,31,Fungi,ENSP00000251808,GRHL2,0,1,0,0,0,0,0,1
COG2268,31,Fungi,ENSP00000365569,FLOT1,0,1,0,0,0,0,0,1
COG2268,31,Fungi,ENSP00000378368,FLOT2,0,0,1,0,0,0,0,1
COG0737,31,Fungi,ENSP00000257770,NT5E,0,0,1,0,0,0,0,1
KOG1704,32,Amoebozoa,ENSP00000446121,LIMS1,0,0,1,0,0,0,0,1
COG5199,32,Amoebozoa,ENSP00000359225,CNN3,0,0,1,0,0,0,0,1
KOG3417,32,Amoebozoa,ENSP00000361263,RAPGEF1,0,1,0,0,0,0,0,1
KOG3508,32,Amoebozoa,ENSP00000259371,DAB2IP,0,0,0,0,1,0,0,1
KOG3508,32,Amoebozoa,ENSP00000274376,RASA1,0,0,1,0,0,0,0,1
KOG3508,32,Amoebozoa,ENSP00000341905,RASAL3,0,0,1,0,0,0,0,1
KOG0490,32,Amoebozoa,ENSP00000315417,ALX1,0,0,0,0,1,0,0,1
KOG3629,32,Amoebozoa,ENSP00000264431,RAPGEF2,0,1,0,0,0,0,0,1
KOG3565,32,Amoebozoa,ENSP00000459615,SRGAP2,0,0,1,0,0,0,0,1
KOG3565,32,Amoebozoa,ENSP00000477776,SRGAP2B,0,1,0,0,0,0,0,1
KOG3565,32,Amoebozoa,ENSP00000478290,SRGAP2C,0,1,0,0,0,0,0,1
KOG0694,32,Amoebozoa,ENSP00000329127,PRKCH,0,1,0,0,0,0,0,1
KOG0694,32,Amoebozoa,ENSP00000359552,PKN2,0,1,0,0,0,0,0,1
KOG3589,32,Amoebozoa,ENSP00000302625,AXIN2,0,0,0,0,1,0,0,1
COG1985,32,Amoebozoa,ENSP00000454783,CORO2B,0,0,1,0,0,0,0,1
KOG2408,33,Viridiplantae,ENSP00000252804,PXDN,0,0,0,1,0,0,0,1
KOG2398,33,Viridiplantae,ENSP00000473001,FCHO1,0,0,1,0,0,0,0,1
KOG2217,33,Viridiplantae,ENSP00000310448,SART1,0,0,1,0,0,0,0,1
KOG2037,33,Viridiplantae,ENSP00000359504,GBP1,0,0,1,0,0,0,0,1
KOG0819,33,Viridiplantae,ENSP00000346032,ANXA2,0,0,1,0,0,0,0,1
KOG0819,33,Viridiplantae,ENSP00000366109,ANXA1,0,0,1,0,0,0,0,1
KOG1983,33,Viridiplantae,ENSP00000324302,STXBP6,0,0,1,0,0,0,0,1
NOG01633,33,Viridiplantae,ENSP00000458832,ALOX15,0,0,1,0,0,0,0,1
KOG2329,33,Viridiplantae,ENSP00000342609,ACER2,0,0,1,0,0,0,0,1
COG1215,33,Viridiplantae,ENSP00000306991,HAS2,0,0,1,0,0,0,0,1
KOG1997,34,Discoba,ENSP00000276440,DOCK5,0,0,1,0,0,0,0,1
KOG1997,34,Discoba,ENSP00000394888,DOCK8,0,0,1,0,0,0,0,1
KOG0318,34,Discoba,ENSP00000427687,WDR1,0,1,0,0,0,0,0,1
KOG3544,34,Discoba,ENSP00000297268,COL1A2,0,0,0,1,0,0,0,1
KOG3544,34,Discoba,ENSP00000340937,COL17A1,0,1,0,0,0,0,0,1
KOG3544,34,Discoba,ENSP00000360882,COL5A1,0,0,0,1,0,0,0,1
KOG3544,34,Discoba,ENSP00000363840,COL11A2,0,0,0,1,0,0,0,1
KOG3544,34,Discoba,ENSP00000364000,COL5A2,0,0,0,1,0,0,0,1
KOG3544,34,Discoba,ENSP00000369889,COL2A1,0,0,0,1,0,0,0,1
KOG3544,34,Discoba,ENSP00000381949,COL13A1,0,0,1,0,0,0,0,1
COG0010,34,Discoba,ENSP00000349446,ARG1,0,0,1,0,0,0,0,1
COG2272,34,Discoba,ENSP00000392500,NLGN1,0,1,0,0,0,0,0,1
KOG0674,34,Discoba,ENSP00000320866,CALR,0,0,1,0,0,0,0,1
KOG2619,34,Discoba,ENSP00000305603,FUT3,0,0,1,0,0,0,0,1
KOG2619,34,Discoba,ENSP00000351602,FUT4,0,0,1,0,0,0,0,1
KOG4779,34,Discoba,ENSP00000256433,IER3IP1,0,0,0,1,0,0,0,1
KOG2812,34,Discoba,ENSP00000360464,NKAP,0,0,1,0,0,0,0,1
KOG2006,35,Rhodophyta,ENSP00000416696,RIC1,0,0,0,1,0,0,0,1
COG5641,35,Rhodophyta,ENSP00000368632,GATA3,0,0,0,0,1,0,1,1
COG1816,36,SAR,ENSP00000361965,ADA,0,0,1,0,0,0,0,1
COG2340,36,SAR,ENSP00000367196,GLIPR2,0,0,0,0,1,0,0,1
COG2938,36,SAR,ENSP00000301761,SDHAF2,0,0,0,0,1,0,0,1
COG1272,36,SAR,ENSP00000341785,ADIPOR1,0,0,0,0,1,0,0,1
COG5069,36,SAR,ENSP00000252699,ACTN4,0,0,1,0,0,0,0,1
COG5069,36,SAR,ENSP00000307959,DST,0,1,0,0,0,0,0,1
COG5069,36,SAR,ENSP00000356515,UTRN,0,0,1,0,0,0,0,1
COG5069,36,SAR,ENSP00000358866,FLNA,0,0,1,0,0,0,0,1
COG5069,36,SAR,ENSP00000323856,PLEC,0,1,0,0,0,0,0,1
COG0671,36,SAR,ENSP00000360296,PLPP3,0,0,1,0,0,0,0,1
COG5176,36,SAR,ENSP00000355094,QKI,0,0,0,0,1,0,0,1
KOG1703,36,SAR,ENSP00000360305,PDLIM1,0,0,1,0,0,0,0,1
KOG1703,36,SAR,ENSP00000378332,TGFB1I1,0,0,0,0,1,0,0,1
KOG1703,36,SAR,ENSP00000480359,PDLIM5,0,0,1,0,0,0,0,1
COG0580,36,SAR,ENSP00000257979,MIP,0,0,1,0,0,0,0,1
COG2234,36,SAR,ENSP00000353224,TFRC,0,0,1,0,0,0,0,1
KOG0586,36,SAR,ENSP00000483424,MARK1,0,0,0,0,1,0,0,1
COG5025,36,SAR,ENSP00000250448,FOXA1,0,0,0,0,1,0,0,1
COG5025,36,SAR,ENSP00000342307,FOXM1,0,0,0,0,1,0,0,1
COG5025,36,SAR,ENSP00000365380,FOXP3,0,0,1,0,0,0,0,1
COG5025,36,SAR,ENSP00000370256,FOXC1,0,0,0,0,1,0,0,1
COG5025,36,SAR,ENSP00000385824,FOXO3,0,0,1,0,0,0,0,1
COG5025,36,SAR,ENSP00000400341,FOXA2,0,0,0,0,1,0,0,1
KOG4441,36,SAR,ENSP00000331682,KLHL22,0,0,1,0,0,0,0,1
KOG4441,36,SAR,ENSP00000336800,KLHL25,0,0,1,0,0,0,0,1
KOG2235,36,SAR,ENSP00000358283,UFL1,0,0,1,0,0,0,0,1
KOG0401,36,SAR,ENSP00000416255,EIF4G1,0,1,0,0,0,0,0,1
KOG0297,36,SAR,ENSP00000433623,TRAF6,0,0,1,0,0,0,0,1
COG5648,36,SAR,ENSP00000345347,HMGB1,0,0,1,0,0,0,0,1
COG1231,36,SAR,ENSP00000472474,IL4I1,0,0,1,0,0,0,0,1
KOG3886,36,SAR,ENSP00000231449,IL4,0,0,1,0,0,0,0,1
KOG1893,36,SAR,ENSP00000301015,PIEZO1,0,0,1,0,0,0,0,1
COG5022,36,SAR,ENSP00000352834,MYO1C,0,1,0,0,0,0,0,1
COG5022,36,SAR,ENSP00000379616,MYH11,0,0,0,1,0,0,0,1
COG5022,36,SAR,ENSP00000382492,RADIL,0,0,1,0,0,0,0,1
KOG2432,36,SAR,ENSP00000311401,DENND6A,0,0,1,0,0,0,0,1
KOG2220,36,SAR,ENSP00000265562,PTPN23,0,0,1,0,0,0,0,1
COG0137,36,SAR,ENSP00000361471,ASS1,0,0,1,0,0,0,0,1
COG5084,37,Metamonada,ENSP00000386488,ZC3H8,0,0,1,0,0,0,0,1
COG5059,37,Metamonada,ENSP00000356319,KIF14,0,0,1,0,0,0,0,1
COG5059,37,Metamonada,ENSP00000368976,KIFC3,0,1,0,0,0,0,0,1
COG5076,37,Metamonada,ENSP00000263253,EP300,0,0,1,0,0,0,1,1
COG5076,37,Metamonada,ENSP00000378704,BRD2,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000264972,ZAP70,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000275815,EPHA1,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000317985,ROCK2,0,1,0,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000332118,EPHB3,0,0,1,0,0,0,1,1
COG0515,37,Metamonada,ENSP00000337825,LCK,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000343204,JAK1,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000346671,FYN,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000351209,EPHA2,0,1,0,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000358997,IRAK1,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000364133,TGFBR1,0,0,0,1,0,0,0,1
COG0515,37,Metamonada,ENSP00000364907,SYK,0,0,1,0,0,0,1,1
COG0515,37,Metamonada,ENSP00000371067,JAK2,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000391676,JAK3,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000430684,IKBKB,0,1,0,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000451828,AKT1,0,0,1,0,0,0,0,1
COG0515,37,Metamonada,ENSP00000481045,TESK1,0,0,1,0,0,0,0,1
COG5021,37,Metamonada,ENSP00000347883,PLEKHA7,0,1,0,0,0,0,0,1
COG5021,37,Metamonada,ENSP00000385450,MAGI1,0,0,1,0,0,0,0,1
COG5021,37,Metamonada,ENSP00000419465,WWTR1,0,0,0,0,1,0,0,1
COG5273,37,Metamonada,ENSP00000262096,ZDHHC2,0,0,1,0,0,0,1,1
COG5126,37,Metamonada,ENSP00000365227,AIF1,0,0,1,0,0,0,0,1
COG5126,37,Metamonada,ENSP00000479860,CIB1,0,0,1,0,0,0,0,1
KOG0594,37,Metamonada,ENSP00000265734,CDK6,0,0,1,0,0,0,0,1
COG2453,37,Metamonada,ENSP00000355866,DUSP10,0,0,1,0,0,0,0,1
COG0194,37,Metamonada,ENSP00000337907,MPP7,0,1,0,0,0,0,0,1
COG0194,37,Metamonada,ENSP00000345731,DLG1,0,1,0,0,0,0,0,1
COG0194,37,Metamonada,ENSP00000380150,CARD11,0,0,1,0,0,0,0,1
COG0639,37,Metamonada,ENSP00000326031,PPP1CA,0,0,1,0,0,0,0,1
COG0639,37,Metamonada,ENSP00000418447,PPP2CA,0,0,0,0,1,0,0,1
COG5032,37,Metamonada,ENSP00000289153,PIK3CB,0,0,1,0,0,0,0,1
COG5032,37,Metamonada,ENSP00000354558,MTOR,0,0,0,0,1,0,0,1
COG0459,37,Metamonada,ENSP00000373620,HSPD1,0,0,1,0,0,0,0,1
COG1131,37,Metamonada,ENSP00000272895,ABCA12,0,0,1,0,0,0,0,1
COG1084,37,Metamonada,ENSP00000354040,GTPBP4,0,0,1,0,0,0,0,1
COG5027,37,Metamonada,ENSP00000340330,KAT5,0,0,1,0,0,0,0,1
COG5027,37,Metamonada,ENSP00000406037,KAT8,0,0,0,0,1,0,0,1
KOG0660,37,Metamonada,ENSP00000311005,MAPK7,0,0,1,0,0,0,0,1
COG5198,37,Metamonada,ENSP00000355308,HACD1,0,0,1,0,0,0,0,1
KOG1721,37,Metamonada,ENSP00000363804,KLF4,0,0,1,0,0,0,1,1
KOG1721,37,Metamonada,ENSP00000369270,RREB1,0,0,1,0,0,0,0,1
KOG1721,37,Metamonada,ENSP00000384371,BCL6,0,0,1,0,0,0,0,1
KOG1721,37,Metamonada,ENSP00000402343,ZNF469,0,0,0,1,0,0,0,1
KOG1721,37,Metamonada,ENSP00000264808,PRDM5,0,0,0,1,0,0,0,1
COG0531,37,Metamonada,ENSP00000370128,SLC7A1,0,0,1,0,0,0,0,1
KOG0583,37,Metamonada,ENSP00000346148,PRKAA1,0,0,1,0,0,0,0,1
COG5599,37,Metamonada,ENSP00000283228,PTPRR,0,0,1,0,0,0,0,1
COG5599,37,Metamonada,ENSP00000334941,PTPRU,0,0,1,0,0,0,0,1
COG5599,37,Metamonada,ENSP00000340944,PTPN11,0,0,1,0,0,0,0,1
COG5599,37,Metamonada,ENSP00000352833,PTPN22,0,0,1,0,0,0,0,1
COG5599,37,Metamonada,ENSP00000418112,PTPRG,0,0,1,0,0,0,0,1
COG0526,37,Metamonada,ENSP00000327801,P4HB,0,0,1,0,0,0,0,1
COG0526,37,Metamonada,ENSP00000393316,TMX1,0,0,1,0,0,0,0,1
COG1506,37,Metamonada,ENSP00000188790,FAP,0,0,0,1,0,0,0,1
KOG1836,37,Metamonada,ENSP00000252999,LAMA5,0,0,1,0,0,0,0,1
KOG0254,37,Metamonada,ENSP00000352216,SLC2A10,0,0,0,1,0,0,0,1
KOG0578,37,Metamonada,ENSP00000314067,PAK2,0,1,0,0,0,0,0,1
KOG0266,37,Metamonada,ENSP00000431926,AMBRA1,0,0,1,0,0,0,0,1
COG0664,37,Metamonada,ENSP00000363092,PRKG1,0,0,1,0,0,0,0,1
COG0664,37,Metamonada,ENSP00000376475,PRKAR1A,0,0,1,0,0,0,0,1
KOG0078,37,Metamonada,ENSP00000264710,RAB10,0,0,1,0,0,0,0,1
KOG0078,37,Metamonada,ENSP00000357564,RAB13,0,1,0,0,0,0,0,1
KOG0078,37,Metamonada,ENSP00000361716,RAB40A,0,1,0,0,0,0,0,1
COG2940,37,Metamonada,ENSP00000320147,EZH2,0,0,0,0,1,0,0,1
KOG1217,37,Metamonada,ENSP00000254958,JAG1,0,0,1,0,0,0,0,1
KOG1217,37,Metamonada,ENSP00000277541,NOTCH1,0,0,1,0,0,0,0,1
KOG1217,37,Metamonada,ENSP00000325527,FBN1,0,0,1,0,0,0,0,1
KOG1217,37,Metamonada,ENSP00000331544,FBLN1,0,0,1,0,0,0,0,1
KOG1217,37,Metamonada,ENSP00000345008,FBLN5,0,0,0,1,0,0,0,1
KOG1217,37,Metamonada,ENSP00000364163,NOTCH4,0,0,1,0,0,0,0,1
COG2036,37,Metamonada,ENSP00000417404,HFE,0,0,1,0,0,0,0,1
COG0666,37,Metamonada,ENSP00000379975,ILK,0,0,1,0,0,0,0,1
COG0666,37,Metamonada,ENSP00000418915,CDKN2A,0,0,1,0,0,0,1,1
COG0666,37,Metamonada,ENSP00000477725,KANK1,0,0,1,0,0,0,0,1
COG4886,37,Metamonada,ENSP00000216241,CHADL,0,0,0,1,0,0,0,1
COG4886,37,Metamonada,ENSP00000278198,LRRC4C,0,0,1,0,0,0,0,1
COG4886,37,Metamonada,ENSP00000306864,VASN,0,0,0,0,1,0,0,1
COG4886,37,Metamonada,ENSP00000355187,LRRTM3,0,1,0,0,0,0,0,1
COG4886,37,Metamonada,ENSP00000367154,RSU1,0,0,1,0,0,0,0,1
COG5040,37,Metamonada,ENSP00000306330,YWHAG,0,0,1,0,0,0,0,1
COG5040,37,Metamonada,ENSP00000340989,SFN,0,0,1,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000245304,RAP2A,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000246792,RRAS,0,0,1,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000249071,RAC2,0,0,1,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000250559,RAP1B,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000285735,RHOC,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000304283,RAC3,0,0,1,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000339467,RHOG,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000355652,RHOU,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000358723,RAP1A,0,1,0,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000371219,RHOH,0,0,1,0,0,0,0,1
COG1100,37,Metamonada,ENSP00000383118,CDC42,0,0,1,0,0,0,0,1
COG5277,37,Metamonada,ENSP00000349960,ACTB,0,1,0,0,0,0,0,1
COG4870,37,Metamonada,ENSP00000357981,CTSS,0,0,0,1,0,0,0,1
KOG0616,37,Metamonada,ENSP00000309591,PRKACA,0,1,0,0,0,0,0,1
COG0005,37,Metamonada,ENSP00000354532,PNP,0,0,1,0,0,0,0,1
KOG0584,37,Metamonada,ENSP00000341292,WNK1,0,0,1,0,0,0,0,1
