cog_id,root,clade_name,string_id,queryItem,cellular extravasation,cell junction organization,cell adhesion,extracellular matrix organization,epithelial to mesenchymal transition,regulation of metallopeptidase activity,metastasis suppressor
KOG3573,29,Ctenophora,ENSP00000311032,CASP3,0,0,0,0,0,0,1
KOG3573,29,Ctenophora,ENSP00000351273,CASP8,0,0,0,0,0,0,1
KOG3573,29,Ctenophora,ENSP00000376849,CASP5,0,0,0,0,0,0,1
KOG4221,29,Ctenophora,ENSP00000389140,DCC,0,0,0,0,0,0,1
KOG3248,29,Ctenophora,ENSP00000265165,LEF1,0,0,0,0,1,0,0
KOG3248,29,Ctenophora,ENSP00000358404,TCF7L2,0,0,0,0,1,0,0
KOG3577,29,Ctenophora,ENSP00000220772,SFRP1,0,0,0,0,1,0,1
KOG3577,29,Ctenophora,ENSP00000274063,SFRP2,0,0,0,0,1,0,0
KOG3577,29,Ctenophora,ENSP00000286201,FZD7,0,0,1,0,0,0,0
KOG3577,29,Ctenophora,ENSP00000434034,FZD4,0,0,1,0,0,0,0
KOG3513,29,Ctenophora,ENSP00000359077,L1CAM,0,0,1,0,0,0,0
KOG4304,29,Ctenophora,ENSP00000242728,BHLHE41,0,0,0,0,0,0,1
KOG0083,29,Ctenophora,ENSP00000376390,RAB37,0,0,0,0,0,0,1
KOG3953,29,Ctenophora,ENSP00000457206,SPSB3,0,0,0,0,1,0,0
NOG258312,29,Ctenophora,ENSP00000260356,THBS1,0,0,1,0,0,0,1
NOG258312,29,Ctenophora,ENSP00000339730,THBS4,0,0,1,0,0,0,0
KOG3575,29,Ctenophora,ENSP00000254066,RARA,0,0,1,0,0,0,0
KOG3575,29,Ctenophora,ENSP00000287820,PPARG,0,0,0,1,0,0,0
KOG3575,29,Ctenophora,ENSP00000379904,THRB,0,0,0,0,0,0,1
KOG3575,29,Ctenophora,ENSP00000385523,PPARA,0,0,1,0,0,0,0
KOG3575,29,Ctenophora,ENSP00000405330,ESR1,0,0,0,0,0,0,1
KOG0639,29,Ctenophora,ENSP00000221561,AES,0,0,0,0,0,0,1
KOG3535,29,Ctenophora,ENSP00000313391,DAB2,0,0,0,0,1,0,0
KOG2070,29,Ctenophora,ENSP00000364893,ARHGEF7,0,1,1,0,0,0,0
KOG1215,29,Ctenophora,ENSP00000243077,LRP1,0,0,0,1,0,0,0
NOG246585,29,Ctenophora,ENSP00000298552,TSC1,0,1,1,0,0,0,0
KOG4005,29,Ctenophora,ENSP00000216037,XBP1,0,0,1,0,0,0,0
KOG3806,29,Ctenophora,ENSP00000376436,ETS1,0,0,1,0,0,0,0
KOG1280,29,Ctenophora,ENSP00000386738,KCMF1,0,0,0,0,0,0,1
KOG4466,29,Ctenophora,ENSP00000396052,BRMS1,0,0,0,0,0,0,1
NOG01278,29,Ctenophora,ENSP00000368759,NEDD9,0,0,1,0,0,0,0
KOG1777,29,Ctenophora,ENSP00000384823,FBXO11,0,0,0,0,1,0,0
KOG4087,29,Ctenophora,ENSP00000383364,PLA2G2A,0,0,0,0,0,0,1
KOG4179,29,Ctenophora,ENSP00000252599,COLGALT1,0,0,0,1,0,0,0
KOG3989,29,Ctenophora,ENSP00000229583,ADTRP,0,0,1,1,0,0,0
KOG4024,29,Ctenophora,ENSP00000225698,C1QBP,0,0,1,0,0,0,0
NOG235096,29,Ctenophora,ENSP00000452796,PEAK1,0,1,1,0,0,0,0
KOG4257,30,Choanoflagellata,ENSP00000341189,PTK2,0,1,1,0,1,0,0
KOG4257,30,Choanoflagellata,ENSP00000380638,PTK2B,0,0,1,0,0,0,0
KOG0033,30,Choanoflagellata,ENSP00000367408,CASK,0,0,1,0,0,0,0
KOG3510,30,Choanoflagellata,ENSP00000352138,KIRREL1,0,1,0,0,0,0,0
KOG3882,30,Choanoflagellata,ENSP00000227155,CD82,0,0,0,0,0,0,1
KOG3882,30,Choanoflagellata,ENSP00000263645,CD81,0,0,1,0,0,0,0
KOG3882,30,Choanoflagellata,ENSP00000371958,CD9,0,0,1,0,0,0,1
KOG3882,30,Choanoflagellata,ENSP00000447730,CD63,0,0,1,0,0,0,1
KOG3656,30,Choanoflagellata,ENSP00000292513,PTGER1,0,0,0,0,0,0,1
KOG3656,30,Choanoflagellata,ENSP00000302846,PTGER4,1,0,0,0,0,0,0
KOG3656,30,Choanoflagellata,ENSP00000349003,PTGER3,0,0,0,0,0,0,1
KOG3656,30,Choanoflagellata,ENSP00000359532,NTSR1,0,0,0,0,0,0,1
KOG3656,30,Choanoflagellata,ENSP00000359663,CD40LG,0,0,1,0,0,0,0
KOG3538,30,Choanoflagellata,ENSP00000282849,ADAMTS18,0,0,1,0,0,0,0
KOG3538,30,Choanoflagellata,ENSP00000422554,ADAMTS12,0,0,1,0,0,0,0
KOG3649,30,Choanoflagellata,ENSP00000166139,FSTL3,0,0,1,0,0,0,0
KOG3649,30,Choanoflagellata,ENSP00000367202,RECK,0,0,0,1,0,0,1
KOG3637,30,Choanoflagellata,ENSP00000007722,ITGA3,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000261023,ITGAV,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000262407,ITGA2B,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000282588,ITGA1,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000293379,ITGA5,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000296585,ITGA2,0,0,1,0,0,0,1
KOG3637,30,Choanoflagellata,ENSP00000327290,ITGA11,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000349252,ITGAL,1,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000358310,ITGA10,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000367316,ITGA8,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000373854,ITGAD,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000380227,ITGA4,1,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000386896,ITGA6,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000441691,ITGAM,0,0,1,0,0,0,0
KOG3637,30,Choanoflagellata,ENSP00000454623,ITGAX,0,0,1,0,0,0,0
KOG3631,30,Choanoflagellata,ENSP00000334008,PARVA,0,0,1,0,0,0,0
KOG0587,30,Choanoflagellata,ENSP00000347427,MINK1,0,0,1,0,0,0,0
KOG3530,30,Choanoflagellata,ENSP00000343158,EPB41L3,0,0,0,0,0,0,1
KOG1006,30,Choanoflagellata,ENSP00000410402,MAP2K4,0,0,0,0,0,0,1
KOG1226,30,Choanoflagellata,ENSP00000200181,ITGB4,0,1,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000222573,ITGB8,0,0,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000267082,ITGB7,1,0,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000283249,ITGB6,0,0,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000296181,ITGB5,0,0,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000379350,ITGB1,1,0,1,0,0,0,1
KOG1226,30,Choanoflagellata,ENSP00000380948,ITGB2,0,0,1,0,0,0,0
KOG1226,30,Choanoflagellata,ENSP00000452786,ITGB3,0,0,1,0,0,0,0
KOG3528,30,Choanoflagellata,ENSP00000361467,DLG5,0,0,1,0,0,0,0
KOG3528,30,Choanoflagellata,ENSP00000363317,FRMPD2,0,1,0,0,0,0,0
KOG0709,30,Choanoflagellata,ENSP00000481956,CREB3L1,0,0,0,0,0,0,1
KOG3611,30,Choanoflagellata,ENSP00000002829,SEMA3F,0,0,0,0,0,0,1
KOG3611,30,Choanoflagellata,ENSP00000416523,SEMA4D,0,0,1,0,0,0,0
KOG0577,30,Choanoflagellata,ENSP00000310094,TAOK2,0,1,1,0,0,0,0
KOG3658,30,Choanoflagellata,ENSP00000309968,ADAM17,0,0,1,0,0,0,0
KOG1785,30,Choanoflagellata,ENSP00000264033,CBL,0,0,1,0,0,0,0
KOG1785,30,Choanoflagellata,ENSP00000264122,CBLB,0,0,1,0,0,0,0
KOG3971,30,Choanoflagellata,ENSP00000361663,IL1RAPL2,0,1,0,0,0,0,0
KOG3971,30,Choanoflagellata,ENSP00000368278,IL1RAPL1,0,1,0,0,0,0,0
KOG3982,30,Choanoflagellata,ENSP00000382800,RUNX3,0,0,0,0,0,0,1
KOG3614,30,Choanoflagellata,ENSP00000437849,TRPM1,0,0,0,0,0,0,1
KOG2200,30,Choanoflagellata,ENSP00000276297,DLC1,0,1,1,0,0,0,1
KOG4295,30,Choanoflagellata,ENSP00000222543,TFPI2,0,0,0,0,0,0,1
KOG4295,30,Choanoflagellata,ENSP00000284981,APP,0,1,0,0,0,0,1
KOG4295,30,Choanoflagellata,ENSP00000301244,SPINT2,0,0,1,0,0,0,0
KOG3599,30,Choanoflagellata,ENSP00000262304,PKD1,0,0,0,0,0,0,1
KOG3681,30,Choanoflagellata,ENSP00000211998,VCL,0,1,1,0,0,0,0
KOG1094,30,Choanoflagellata,ENSP00000427552,DDR1,0,0,1,1,0,0,0
KOG3524,30,Choanoflagellata,ENSP00000376457,ECT2,0,1,0,0,0,0,0
KOG3776,30,Choanoflagellata,ENSP00000399421,CD36,0,0,1,0,0,0,0
KOG3697,30,Choanoflagellata,ENSP00000401303,SHC1,0,0,0,0,0,0,1
KOG3529,30,Choanoflagellata,ENSP00000344666,NF2,0,0,1,0,0,0,0
KOG3529,30,Choanoflagellata,ENSP00000353408,MSN,0,0,1,0,0,0,0
KOG3529,30,Choanoflagellata,ENSP00000356042,EZR,0,0,1,0,0,0,0
KOG3529,30,Choanoflagellata,ENSP00000392105,INAVA,0,1,0,0,0,0,0
KOG2546,30,Choanoflagellata,ENSP00000295851,ABI2,0,1,0,0,0,0,0
COG5640,30,Choanoflagellata,ENSP00000216336,CTSG,0,0,1,0,0,0,0
COG5640,30,Choanoflagellata,ENSP00000222390,HGF,0,0,0,0,0,0,1
COG5640,30,Choanoflagellata,ENSP00000233997,AZU1,1,0,0,0,0,0,0
COG5640,30,Choanoflagellata,ENSP00000234347,PRTN3,1,1,0,0,0,0,0
COG5640,30,Choanoflagellata,ENSP00000250378,CMA1,0,0,0,1,0,0,0
COG5640,30,Choanoflagellata,ENSP00000262626,HPN,0,0,0,1,1,0,0
COG5640,30,Choanoflagellata,ENSP00000308938,PLG,0,0,1,0,0,0,1
COG5640,30,Choanoflagellata,ENSP00000352639,CELA2A,0,0,1,0,0,0,0
COG5640,30,Choanoflagellata,ENSP00000361850,PLAU,0,0,1,1,0,0,0
KOG3735,30,Choanoflagellata,ENSP00000308753,TMOD3,0,0,1,0,0,0,0
KOG3610,30,Choanoflagellata,ENSP00000442736,PLXNB3,0,0,1,0,0,0,0
KOG4193,30,Choanoflagellata,ENSP00000455215,ADGRG1,0,0,1,0,0,0,0
KOG0200,30,Choanoflagellata,ENSP00000263923,KDR,0,1,1,0,0,0,0
KOG0200,30,Choanoflagellata,ENSP00000286301,CSF1R,0,1,0,0,0,0,0
KOG0200,30,Choanoflagellata,ENSP00000292408,FGFR4,0,0,0,1,0,0,0
KOG0200,30,Choanoflagellata,ENSP00000369375,TEK,0,1,1,0,0,0,0
KOG0579,30,Choanoflagellata,ENSP00000358770,SLK,0,1,1,0,0,0,0
KOG0696,30,Choanoflagellata,ENSP00000408695,PRKCA,0,1,1,0,0,0,0
KOG0994,30,Choanoflagellata,ENSP00000222399,LAMB1,0,0,1,0,0,0,0
KOG1917,30,Choanoflagellata,ENSP00000293373,NCKAP1L,0,0,1,0,0,0,0
KOG3667,30,Choanoflagellata,ENSP00000264657,STAT3,0,0,0,1,0,0,0
KOG3667,30,Choanoflagellata,ENSP00000341208,STAT5A,0,0,1,0,0,0,0
KOG1048,30,Choanoflagellata,ENSP00000070846,PKP2,0,1,1,0,0,0,0
KOG1048,30,Choanoflagellata,ENSP00000263946,PKP1,0,0,1,0,0,0,0
KOG1048,30,Choanoflagellata,ENSP00000331678,PKP3,0,1,1,0,0,0,0
KOG1048,30,Choanoflagellata,ENSP00000382004,CTNND1,0,0,1,0,0,0,0
KOG3594,30,Choanoflagellata,ENSP00000257189,DSG3,0,1,0,0,0,0,0
KOG3594,30,Choanoflagellata,ENSP00000261590,DSG2,0,1,0,0,1,0,0
KOG3594,30,Choanoflagellata,ENSP00000261769,CDH1,0,1,1,0,0,0,1
KOG3594,30,Choanoflagellata,ENSP00000268603,CDH11,0,1,1,0,0,0,0
KOG3594,30,Choanoflagellata,ENSP00000268613,CDH13,0,0,1,0,0,0,0
KOG3594,30,Choanoflagellata,ENSP00000344115,CDH5,0,1,1,0,0,0,0
KOG3594,30,Choanoflagellata,ENSP00000424565,CDHR2,0,0,1,0,0,0,0
KOG4107,30,Choanoflagellata,ENSP00000357288,LAMTOR2,0,1,0,0,0,0,0
KOG2996,30,Choanoflagellata,ENSP00000472929,VAV1,0,0,1,0,0,0,0
KOG3620,30,Choanoflagellata,ENSP00000386787,TMEM131L,0,0,1,0,0,0,0
KOG2931,30,Choanoflagellata,ENSP00000404854,NDRG1,0,0,0,0,0,0,1
KOG2931,30,Choanoflagellata,ENSP00000451712,NDRG2,0,0,0,0,0,0,1
KOG3654,30,Choanoflagellata,ENSP00000416797,CAMSAP3,0,1,1,0,0,0,0
KOG1883,30,Choanoflagellata,ENSP00000357047,MED23,0,0,0,0,0,0,1
KOG4297,30,Choanoflagellata,ENSP00000228434,CD69,0,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000236147,SELL,1,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000263686,SELP,1,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000315477,CD209,0,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000331736,SELE,1,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000356016,CR1,0,0,1,0,0,0,0
KOG4297,30,Choanoflagellata,ENSP00000483624,CLECL1,0,0,1,0,0,0,0
KOG1218,30,Choanoflagellata,ENSP00000274473,MEGF10,0,0,1,0,0,0,0
KOG2320,30,Choanoflagellata,ENSP00000255006,RIN2,0,0,1,0,0,0,0
KOG4792,30,Choanoflagellata,ENSP00000300574,CRK,0,0,1,0,0,0,0
KOG4792,30,Choanoflagellata,ENSP00000346300,CRKL,0,0,1,0,0,0,0
KOG1565,30,Choanoflagellata,ENSP00000226218,VTN,0,0,1,0,0,0,0
KOG1565,30,Choanoflagellata,ENSP00000236826,MMP8,0,0,0,0,0,0,1
KOG1565,30,Choanoflagellata,ENSP00000458585,MMP12,0,0,1,0,0,0,0
KOG0403,30,Choanoflagellata,ENSP00000280154,PDCD4,0,0,0,0,0,0,1
KOG4226,30,Choanoflagellata,ENSP00000233154,NCK2,0,0,1,0,0,0,0
KOG4226,30,Choanoflagellata,ENSP00000417273,NCK1,0,0,1,0,0,0,0
KOG3534,30,Choanoflagellata,ENSP00000444645,CYFIP2,0,1,0,0,0,0,0
KOG2956,30,Choanoflagellata,ENSP00000263710,CLASP1,0,1,1,1,0,0,0
KOG2956,30,Choanoflagellata,ENSP00000417518,CLASP2,0,1,1,1,0,0,0
KOG0799,30,Choanoflagellata,ENSP00000368917,GCNT2,0,0,1,0,1,0,0
KOG0799,30,Choanoflagellata,ENSP00000415454,GCNT1,1,0,1,0,0,0,0
KOG0685,30,Choanoflagellata,ENSP00000383042,KDM1A,0,0,0,0,1,0,0
KOG2649,30,Choanoflagellata,ENSP00000223357,AEBP1,0,0,0,1,0,0,0
NOG05397,30,Choanoflagellata,ENSP00000363482,WASHC2C,0,0,1,0,0,0,0
KOG2935,30,Choanoflagellata,ENSP00000478320,ATXN3,0,0,1,0,0,0,0
KOG3983,31,Fungi,ENSP00000265070,GOLPH3,1,0,1,0,0,0,0
KOG0849,31,Fungi,ENSP00000260130,SDCBP,0,0,0,0,1,0,0
KOG0849,31,Fungi,ENSP00000350844,PAX5,0,0,0,0,0,0,1
KOG3607,31,Fungi,ENSP00000257527,ADAM19,0,0,1,0,0,0,0
KOG3607,31,Fungi,ENSP00000349436,ADAM15,0,0,1,0,0,0,0
KOG3607,31,Fungi,ENSP00000419446,ADAM9,0,0,1,0,0,0,0
KOG3607,31,Fungi,ENSP00000453302,ADAM8,1,0,1,0,0,0,0
KOG4091,31,Fungi,ENSP00000251808,GRHL2,0,1,0,0,0,0,0
KOG0527,31,Fungi,ENSP00000322568,SOX11,0,0,0,0,0,0,1
KOG2710,31,Fungi,ENSP00000338967,ARHGAP6,0,1,1,0,0,0,0
COG2268,31,Fungi,ENSP00000365569,FLOT1,0,1,0,0,0,0,0
COG2268,31,Fungi,ENSP00000378368,FLOT2,0,0,1,0,0,0,0
COG2335,31,Fungi,ENSP00000369071,POSTN,0,0,0,0,0,0,1
COG0737,31,Fungi,ENSP00000257770,NT5E,0,0,1,0,0,0,0
KOG1704,32,Amoebozoa,ENSP00000316891,LIMCH1,0,1,1,0,0,0,0
KOG1704,32,Amoebozoa,ENSP00000446121,LIMS1,0,0,1,0,0,0,0
COG5199,32,Amoebozoa,ENSP00000359225,CNN3,0,0,1,0,0,0,0
KOG3417,32,Amoebozoa,ENSP00000361263,RAPGEF1,0,1,0,0,0,0,0
KOG3771,32,Amoebozoa,ENSP00000316779,BIN1,0,0,0,0,0,0,1
KOG3519,32,Amoebozoa,ENSP00000286827,TIAM1,0,0,1,0,1,0,0
KOG3508,32,Amoebozoa,ENSP00000259371,DAB2IP,0,0,0,0,1,0,0
KOG3508,32,Amoebozoa,ENSP00000274376,RASA1,0,0,1,0,0,0,0
KOG3508,32,Amoebozoa,ENSP00000341905,RASAL3,0,0,1,0,0,0,0
KOG3508,32,Amoebozoa,ENSP00000356621,RASAL2,0,0,0,0,0,0,1
KOG0490,32,Amoebozoa,ENSP00000315417,ALX1,0,0,0,0,1,0,0
KOG0490,32,Amoebozoa,ENSP00000340226,LMX1A,0,0,0,0,0,0,1
KOG4269,32,Amoebozoa,ENSP00000303507,BCR,0,1,1,0,0,0,0
KOG3629,32,Amoebozoa,ENSP00000264431,RAPGEF2,0,1,0,0,0,0,0
KOG3565,32,Amoebozoa,ENSP00000459615,SRGAP2,0,0,1,0,0,0,0
KOG3565,32,Amoebozoa,ENSP00000477776,SRGAP2B,0,1,0,0,0,0,0
KOG3565,32,Amoebozoa,ENSP00000478290,SRGAP2C,0,1,0,0,0,0,0
KOG0694,32,Amoebozoa,ENSP00000329127,PRKCH,0,1,0,0,0,0,0
KOG0694,32,Amoebozoa,ENSP00000359552,PKN2,0,1,0,0,0,0,0
KOG3589,32,Amoebozoa,ENSP00000302625,AXIN2,0,0,0,0,1,0,0
KOG3780,32,Amoebozoa,ENSP00000462521,TXNIP,0,0,0,0,0,0,1
COG1985,32,Amoebozoa,ENSP00000394496,CORO1C,0,1,1,0,0,0,0
COG1985,32,Amoebozoa,ENSP00000454783,CORO2B,0,0,1,0,0,0,0
KOG2408,33,Viridiplantae,ENSP00000252804,PXDN,0,0,0,1,0,0,0
KOG1642,33,Viridiplantae,ENSP00000426455,RNASET2,0,0,0,0,0,0,1
KOG2398,33,Viridiplantae,ENSP00000473001,FCHO1,0,0,1,0,0,0,0
KOG2217,33,Viridiplantae,ENSP00000310448,SART1,0,0,1,0,0,0,0
COG1881,33,Viridiplantae,ENSP00000261313,PEBP1,0,0,0,0,0,0,1
KOG2037,33,Viridiplantae,ENSP00000359504,GBP1,0,0,1,0,0,0,0
KOG3186,33,Viridiplantae,ENSP00000235310,MAD2L2,0,0,1,0,1,0,0
KOG0819,33,Viridiplantae,ENSP00000346032,ANXA2,0,0,1,0,0,0,0
KOG0819,33,Viridiplantae,ENSP00000366109,ANXA1,0,0,1,0,0,0,0
KOG1983,33,Viridiplantae,ENSP00000324302,STXBP6,0,0,1,0,0,0,0
NOG01633,33,Viridiplantae,ENSP00000458832,ALOX15,0,0,1,0,0,0,0
KOG2329,33,Viridiplantae,ENSP00000342609,ACER2,0,0,1,0,0,0,0
COG1215,33,Viridiplantae,ENSP00000306991,HAS2,0,0,1,0,0,0,0
KOG1997,34,Discoba,ENSP00000276440,DOCK5,0,0,1,0,0,0,0
KOG1997,34,Discoba,ENSP00000280333,DOCK1,0,1,1,0,0,0,0
KOG1997,34,Discoba,ENSP00000394888,DOCK8,0,0,1,0,0,0,0
KOG0318,34,Discoba,ENSP00000427687,WDR1,0,1,0,0,0,0,0
KOG3544,34,Discoba,ENSP00000225964,COL1A1,0,0,0,1,1,0,0
KOG3544,34,Discoba,ENSP00000297268,COL1A2,0,0,0,1,0,0,0
KOG3544,34,Discoba,ENSP00000304408,COL3A1,0,0,1,1,0,0,0
KOG3544,34,Discoba,ENSP00000340937,COL17A1,0,1,0,0,0,0,0
KOG3544,34,Discoba,ENSP00000360882,COL5A1,0,0,0,1,0,0,0
KOG3544,34,Discoba,ENSP00000362776,COL16A1,0,1,1,0,0,0,0
KOG3544,34,Discoba,ENSP00000363840,COL11A2,0,0,0,1,0,0,0
KOG3544,34,Discoba,ENSP00000364000,COL5A2,0,0,0,1,0,0,0
KOG3544,34,Discoba,ENSP00000369889,COL2A1,0,0,0,1,0,0,0
KOG3544,34,Discoba,ENSP00000381949,COL13A1,0,0,1,0,0,0,0
COG0010,34,Discoba,ENSP00000349446,ARG1,0,0,1,0,0,0,0
COG2272,34,Discoba,ENSP00000370485,NLGN4X,0,1,1,0,0,0,0
COG2272,34,Discoba,ENSP00000392500,NLGN1,0,1,0,0,0,0,0
KOG0443,34,Discoba,ENSP00000362924,GSN,0,0,0,0,0,0,1
KOG0674,34,Discoba,ENSP00000320866,CALR,0,0,1,0,0,0,0
KOG0082,34,Discoba,ENSP00000312999,GNAI2,0,0,0,0,0,0,1
KOG4562,34,Discoba,ENSP00000364847,MAGED1,0,0,0,0,0,0,1
KOG2619,34,Discoba,ENSP00000302599,FUT9,1,0,1,0,0,0,0
KOG2619,34,Discoba,ENSP00000305603,FUT3,0,0,1,0,0,0,0
KOG2619,34,Discoba,ENSP00000318142,FUT7,1,0,1,0,0,0,0
KOG2619,34,Discoba,ENSP00000351602,FUT4,0,0,1,0,0,0,0
KOG4779,34,Discoba,ENSP00000256433,IER3IP1,0,0,0,1,0,0,0
KOG2812,34,Discoba,ENSP00000360464,NKAP,0,0,1,0,0,0,0
KOG2006,35,Rhodophyta,ENSP00000416696,RIC1,0,0,0,1,0,0,0
KOG1755,35,Rhodophyta,ENSP00000225655,PFN1,0,0,0,0,0,0,1
COG5641,35,Rhodophyta,ENSP00000368632,GATA3,0,0,0,0,1,0,1
COG0044,35,Rhodophyta,ENSP00000321606,CRMP1,0,0,0,0,0,0,1
COG0044,35,Rhodophyta,ENSP00000343690,DPYSL3,0,0,0,0,0,0,1
COG1816,36,SAR,ENSP00000361965,ADA,0,0,1,0,0,0,0
COG0702,36,SAR,ENSP00000392985,HTATIP2,0,0,0,0,0,0,1
COG0538,36,SAR,ENSP00000390265,IDH1,0,0,0,0,0,0,1
COG2340,36,SAR,ENSP00000367196,GLIPR2,0,0,0,0,1,0,0
COG2938,36,SAR,ENSP00000301761,SDHAF2,0,0,0,0,1,0,0
COG0209,36,SAR,ENSP00000300738,RRM1,0,0,0,0,0,0,1
COG1272,36,SAR,ENSP00000341785,ADIPOR1,0,0,0,0,1,0,0
COG5082,36,SAR,ENSP00000410769,CNBP,0,0,0,0,0,0,1
COG5069,36,SAR,ENSP00000252699,ACTN4,0,0,1,0,0,0,0
COG5069,36,SAR,ENSP00000307959,DST,0,1,0,0,0,0,0
COG5069,36,SAR,ENSP00000354573,MACF1,0,1,1,0,0,0,0
COG5069,36,SAR,ENSP00000354923,DMD,0,0,0,0,0,0,1
COG5069,36,SAR,ENSP00000356515,UTRN,0,0,1,0,0,0,0
COG5069,36,SAR,ENSP00000358866,FLNA,0,0,1,0,0,0,0
COG5069,36,SAR,ENSP00000377941,ACTN1,0,1,1,0,0,0,0
COG5069,36,SAR,ENSP00000378400,LIMA1,0,0,0,0,0,0,1
COG5069,36,SAR,ENSP00000422007,ACTN3,0,1,1,0,0,0,0
COG5069,36,SAR,ENSP00000443495,ACTN2,0,1,1,0,0,0,0
COG5069,36,SAR,ENSP00000323856,PLEC,0,1,0,0,0,0,0
COG0055,36,SAR,ENSP00000356234,KDM5B,0,0,0,0,0,0,1
COG0671,36,SAR,ENSP00000360296,PLPP3,0,0,1,0,0,0,0
COG0671,36,SAR,ENSP00000392553,PPAPDC1B,0,0,0,0,0,0,1
COG5176,36,SAR,ENSP00000355094,QKI,0,0,0,0,1,0,0
COG0571,36,SAR,ENSP00000437256,DICER1,0,0,0,0,0,0,1
COG5647,36,SAR,ENSP00000376808,CUL5,0,1,1,0,0,0,0
COG5160,36,SAR,ENSP00000296257,SENP2,0,0,0,0,0,0,1
KOG1703,36,SAR,ENSP00000360305,PDLIM1,0,0,1,0,0,0,0
KOG1703,36,SAR,ENSP00000378332,TGFB1I1,0,0,0,0,1,0,0
KOG1703,36,SAR,ENSP00000480359,PDLIM5,0,0,1,0,0,0,0
COG0580,36,SAR,ENSP00000257979,MIP,0,0,1,0,0,0,0
COG2234,36,SAR,ENSP00000353224,TFRC,0,0,1,0,0,0,0
KOG0586,36,SAR,ENSP00000483424,MARK1,0,0,0,0,1,0,0
COG5025,36,SAR,ENSP00000250448,FOXA1,0,0,0,0,1,0,0
COG5025,36,SAR,ENSP00000342307,FOXM1,0,0,0,0,1,0,0
COG5025,36,SAR,ENSP00000363377,FOXO4,0,0,0,0,0,0,1
COG5025,36,SAR,ENSP00000365380,FOXP3,0,0,1,0,0,0,0
COG5025,36,SAR,ENSP00000370256,FOXC1,0,0,0,0,1,0,0
COG5025,36,SAR,ENSP00000385824,FOXO3,0,0,1,0,0,0,0
COG5025,36,SAR,ENSP00000400341,FOXA2,0,0,0,0,1,0,0
COG0235,36,SAR,ENSP00000264436,ADD2,1,0,1,0,0,0,0
COG5184,36,SAR,ENSP00000364585,RCC2,0,1,1,0,0,0,0
KOG4441,36,SAR,ENSP00000331682,KLHL22,0,0,1,0,0,0,0
KOG4441,36,SAR,ENSP00000336800,KLHL25,0,0,1,0,0,0,0
KOG4441,36,SAR,ENSP00000356468,IVNS1ABP,0,0,0,0,0,0,1
KOG2235,36,SAR,ENSP00000358283,UFL1,0,0,1,0,0,0,0
KOG1508,36,SAR,ENSP00000361777,SET,0,0,0,0,0,0,1
KOG0401,36,SAR,ENSP00000416255,EIF4G1,0,1,0,0,0,0,0
COG0265,36,SAR,ENSP00000357980,HTRA1,0,0,0,0,0,0,1
KOG0297,36,SAR,ENSP00000433623,TRAF6,0,0,1,0,0,0,0
COG5648,36,SAR,ENSP00000345347,HMGB1,0,0,1,0,0,0,0
COG1231,36,SAR,ENSP00000472474,IL4I1,0,0,1,0,0,0,0
KOG3886,36,SAR,ENSP00000231449,IL4,0,0,1,0,0,0,0
KOG1893,36,SAR,ENSP00000301015,PIEZO1,0,0,1,0,0,0,0
COG5022,36,SAR,ENSP00000334563,MYO18B,0,0,0,0,0,0,1
COG5022,36,SAR,ENSP00000352834,MYO1C,0,1,0,0,0,0,0
COG5022,36,SAR,ENSP00000379616,MYH11,0,0,0,1,0,0,0
COG5022,36,SAR,ENSP00000382492,RADIL,0,0,1,0,0,0,0
KOG2432,36,SAR,ENSP00000311401,DENND6A,0,0,1,0,0,0,0
KOG2220,36,SAR,ENSP00000265562,PTPN23,0,0,1,0,0,0,0
COG0137,36,SAR,ENSP00000361471,ASS1,0,0,1,0,0,0,0
COG5084,37,Metamonada,ENSP00000386488,ZC3H8,0,0,1,0,0,0,0
COG5059,37,Metamonada,ENSP00000356319,KIF14,0,0,1,0,0,0,0
