cog_id,root,clade_name,string_id
COG0044,35,Rhodophyta,ENSP00000321606
COG0044,35,Rhodophyta,ENSP00000343690
COG5176,36,SAR,ENSP00000355094
COG0538,36,SAR,ENSP00000390265
COG0580,36,SAR,ENSP00000257979
COG5647,36,SAR,ENSP00000376808
COG1272,36,SAR,ENSP00000341785
KOG2220,36,SAR,ENSP00000265562
COG5160,36,SAR,ENSP00000296257
COG0209,36,SAR,ENSP00000300738
COG5022,36,SAR,ENSP00000334563
COG5022,36,SAR,ENSP00000352834
COG5022,36,SAR,ENSP00000379616
COG5022,36,SAR,ENSP00000382492
COG5025,36,SAR,ENSP00000250448
COG5025,36,SAR,ENSP00000342307
COG5025,36,SAR,ENSP00000363377
COG5025,36,SAR,ENSP00000365380
COG5025,36,SAR,ENSP00000370256
COG5025,36,SAR,ENSP00000385824
COG5025,36,SAR,ENSP00000400341
COG1816,36,SAR,ENSP00000361965
COG0571,36,SAR,ENSP00000437256
COG0702,36,SAR,ENSP00000392985
COG0055,36,SAR,ENSP00000356234
KOG0297,36,SAR,ENSP00000433623
COG0671,36,SAR,ENSP00000360296
COG0671,36,SAR,ENSP00000392553
KOG3886,36,SAR,ENSP00000231449
COG2340,36,SAR,ENSP00000367196
COG0235,36,SAR,ENSP00000264436
COG2938,36,SAR,ENSP00000301761
COG0265,36,SAR,ENSP00000357980
KOG0586,36,SAR,ENSP00000483424
KOG4441,36,SAR,ENSP00000331682
KOG4441,36,SAR,ENSP00000336800
KOG4441,36,SAR,ENSP00000356468
COG5082,36,SAR,ENSP00000410769
COG5069,36,SAR,ENSP00000252699
COG5069,36,SAR,ENSP00000307959
COG5069,36,SAR,ENSP00000354573
COG5069,36,SAR,ENSP00000354923
COG5069,36,SAR,ENSP00000356515
COG5069,36,SAR,ENSP00000358866
COG5069,36,SAR,ENSP00000377941
COG5069,36,SAR,ENSP00000378400
COG5069,36,SAR,ENSP00000422007
COG5069,36,SAR,ENSP00000443495
COG5069,36,SAR,ENSP00000323856
COG2234,36,SAR,ENSP00000353224
KOG1703,36,SAR,ENSP00000360305
KOG1703,36,SAR,ENSP00000378332
KOG1703,36,SAR,ENSP00000480359
KOG2235,36,SAR,ENSP00000358283
COG5184,36,SAR,ENSP00000364585
KOG1508,36,SAR,ENSP00000361777
COG1231,36,SAR,ENSP00000472474
KOG0401,36,SAR,ENSP00000416255
KOG2432,36,SAR,ENSP00000311401
KOG1893,36,SAR,ENSP00000301015
COG5648,36,SAR,ENSP00000345347
COG0137,36,SAR,ENSP00000361471
KOG0032,37,Metamonada,ENSP00000386135
KOG0032,37,Metamonada,ENSP00000442973
COG0515,37,Metamonada,ENSP00000264972
COG0515,37,Metamonada,ENSP00000275815
COG0515,37,Metamonada,ENSP00000281821
COG0515,37,Metamonada,ENSP00000317985
COG0515,37,Metamonada,ENSP00000324806
COG0515,37,Metamonada,ENSP00000332118
COG0515,37,Metamonada,ENSP00000337451
COG0515,37,Metamonada,ENSP00000337825
COG0515,37,Metamonada,ENSP00000343204
COG0515,37,Metamonada,ENSP00000346671
COG0515,37,Metamonada,ENSP00000351209
COG0515,37,Metamonada,ENSP00000351905
COG0515,37,Metamonada,ENSP00000358997
COG0515,37,Metamonada,ENSP00000361423
COG0515,37,Metamonada,ENSP00000362680
COG0515,37,Metamonada,ENSP00000364133
COG0515,37,Metamonada,ENSP00000364907
COG0515,37,Metamonada,ENSP00000371067
COG0515,37,Metamonada,ENSP00000373574
COG0515,37,Metamonada,ENSP00000382697
COG0515,37,Metamonada,ENSP00000391676
COG0515,37,Metamonada,ENSP00000430684
COG0515,37,Metamonada,ENSP00000431885
COG0515,37,Metamonada,ENSP00000451828
COG0515,37,Metamonada,ENSP00000481045
COG0515,37,Metamonada,ENSP00000481994
COG2036,37,Metamonada,ENSP00000417404
COG5076,37,Metamonada,ENSP00000263253
COG5076,37,Metamonada,ENSP00000378704
COG5599,37,Metamonada,ENSP00000283228
COG5599,37,Metamonada,ENSP00000334941
COG5599,37,Metamonada,ENSP00000340944
COG5599,37,Metamonada,ENSP00000352833
COG5599,37,Metamonada,ENSP00000357196
COG5599,37,Metamonada,ENSP00000400010
COG5599,37,Metamonada,ENSP00000418112
COG5273,37,Metamonada,ENSP00000262096
COG5027,37,Metamonada,ENSP00000340330
COG5027,37,Metamonada,ENSP00000406037
KOG1836,37,Metamonada,ENSP00000252999
KOG1836,37,Metamonada,ENSP00000258341
COG0572,37,Metamonada,ENSP00000344456
COG0572,37,Metamonada,ENSP00000377508
COG5277,37,Metamonada,ENSP00000349960
COG5277,37,Metamonada,ENSP00000458162
COG1163,37,Metamonada,ENSP00000329715
KOG0266,37,Metamonada,ENSP00000431926
COG5194,37,Metamonada,ENSP00000273480
COG0105,37,Metamonada,ENSP00000219302
COG0105,37,Metamonada,ENSP00000337060
COG0105,37,Metamonada,ENSP00000376889
COG1506,37,Metamonada,ENSP00000188790
COG1506,37,Metamonada,ENSP00000353731
COG5032,37,Metamonada,ENSP00000289153
COG5032,37,Metamonada,ENSP00000354558
COG1131,37,Metamonada,ENSP00000272895
COG0123,37,Metamonada,ENSP00000216271
COG0526,37,Metamonada,ENSP00000327801
COG0526,37,Metamonada,ENSP00000393316
KOG0594,37,Metamonada,ENSP00000265734
KOG0660,37,Metamonada,ENSP00000311005
COG0531,37,Metamonada,ENSP00000370128
COG0369,37,Metamonada,ENSP00000327251
COG0631,37,Metamonada,ENSP00000263212
COG5058,37,Metamonada,ENSP00000271688
KOG0254,37,Metamonada,ENSP00000352216
COG5084,37,Metamonada,ENSP00000386488
COG2453,37,Metamonada,ENSP00000171887
COG2453,37,Metamonada,ENSP00000226004
COG2453,37,Metamonada,ENSP00000355866
COG2453,37,Metamonada,ENSP00000361021
COG2453,37,Metamonada,ENSP00000397459
COG0194,37,Metamonada,ENSP00000337907
COG0194,37,Metamonada,ENSP00000345731
COG0194,37,Metamonada,ENSP00000380150
COG5307,37,Metamonada,ENSP00000377280
COG0664,37,Metamonada,ENSP00000363092
COG0664,37,Metamonada,ENSP00000376475
COG4886,37,Metamonada,ENSP00000216241
COG4886,37,Metamonada,ENSP00000278198
COG4886,37,Metamonada,ENSP00000302621
COG4886,37,Metamonada,ENSP00000306864
COG4886,37,Metamonada,ENSP00000355187
COG4886,37,Metamonada,ENSP00000360597
COG4886,37,Metamonada,ENSP00000367154
COG4886,37,Metamonada,ENSP00000422591
COG0666,37,Metamonada,ENSP00000379975
COG0666,37,Metamonada,ENSP00000382379
COG0666,37,Metamonada,ENSP00000418915
COG0666,37,Metamonada,ENSP00000477725
KOG0583,37,Metamonada,ENSP00000346148
COG0639,37,Metamonada,ENSP00000326031
COG0639,37,Metamonada,ENSP00000418447
COG5198,37,Metamonada,ENSP00000355308
COG2940,37,Metamonada,ENSP00000313983
COG2940,37,Metamonada,ENSP00000320147
COG0584,37,Metamonada,ENSP00000414019
COG5253,37,Metamonada,ENSP00000357883
KOG3911,37,Metamonada,ENSP00000339145
COG5059,37,Metamonada,ENSP00000356319
COG5059,37,Metamonada,ENSP00000368976
COG5126,37,Metamonada,ENSP00000365227
COG5126,37,Metamonada,ENSP00000479860
COG0456,37,Metamonada,ENSP00000417763
KOG1721,37,Metamonada,ENSP00000285407
KOG1721,37,Metamonada,ENSP00000363804
KOG1721,37,Metamonada,ENSP00000369270
KOG1721,37,Metamonada,ENSP00000384371
KOG1721,37,Metamonada,ENSP00000402343
KOG1721,37,Metamonada,ENSP00000264808
KOG0078,37,Metamonada,ENSP00000264710
KOG0078,37,Metamonada,ENSP00000357564
KOG0078,37,Metamonada,ENSP00000361716
KOG0078,37,Metamonada,ENSP00000438492
COG5040,37,Metamonada,ENSP00000306330
COG5040,37,Metamonada,ENSP00000340989
COG5021,37,Metamonada,ENSP00000347883
COG5021,37,Metamonada,ENSP00000385450
COG5021,37,Metamonada,ENSP00000419465
COG0459,37,Metamonada,ENSP00000373620
COG1084,37,Metamonada,ENSP00000354040
KOG0578,37,Metamonada,ENSP00000314067
KOG0578,37,Metamonada,ENSP00000469413
KOG3205,37,Metamonada,ENSP00000228945
KOG3205,37,Metamonada,ENSP00000269321
KOG0584,37,Metamonada,ENSP00000341292
KOG1217,37,Metamonada,ENSP00000254958
KOG1217,37,Metamonada,ENSP00000277541
KOG1217,37,Metamonada,ENSP00000309953
KOG1217,37,Metamonada,ENSP00000325527
KOG1217,37,Metamonada,ENSP00000331544
KOG1217,37,Metamonada,ENSP00000345008
KOG1217,37,Metamonada,ENSP00000364163
KOG4308,37,Metamonada,ENSP00000433999
COG1100,37,Metamonada,ENSP00000245304
COG1100,37,Metamonada,ENSP00000246792
COG1100,37,Metamonada,ENSP00000249071
COG1100,37,Metamonada,ENSP00000250559
COG1100,37,Metamonada,ENSP00000285735
COG1100,37,Metamonada,ENSP00000304283
COG1100,37,Metamonada,ENSP00000308576
COG1100,37,Metamonada,ENSP00000339467
COG1100,37,Metamonada,ENSP00000348461
COG1100,37,Metamonada,ENSP00000355652
COG1100,37,Metamonada,ENSP00000358723
COG1100,37,Metamonada,ENSP00000364886
COG1100,37,Metamonada,ENSP00000371219
COG1100,37,Metamonada,ENSP00000383118
COG1100,37,Metamonada,ENSP00000400175
COG1100,37,Metamonada,ENSP00000427926
KOG1109,37,Metamonada,ENSP00000262291
COG0005,37,Metamonada,ENSP00000354532
COG4870,37,Metamonada,ENSP00000357981
COG0225,37,Metamonada,ENSP00000313921
KOG0616,37,Metamonada,ENSP00000309591
