node,cog_id,root,clade_name,queryItem,cellular extravasation,cell junction organization,cell adhesion,extracellular matrix organization,epithelial to mesenchymal transition,regulation of metallopeptidase activity,metastasis related,count
ENSP00000357727,COG0666,32,Amoebozoa,S100A9,0,0,1,0,0,0,1,9
ENSP00000357801,KOG4297,32,Amoebozoa,S100A10,0,1,1,0,0,0,1,5
ENSP00000357883,KOG0229,32,Amoebozoa,PIP5K1A,0,1,1,0,0,0,0,13
ENSP00000357981,COG4870,32,Amoebozoa,CTSS,0,0,0,1,0,0,1,5
ENSP00000358294,NOG049830,14,Afrotheria,CD160,0,0,1,0,0,0,0,4
ENSP00000358310,KOG3637,29,Ctenophora,ITGA10,0,0,1,0,0,0,0,46
ENSP00000358723,COG1100,32,Amoebozoa,RAP1A,0,1,0,0,0,0,1,31
ENSP00000358770,KOG0579,30,Choanoflagellata,SLK,0,1,1,0,0,0,0,12
ENSP00000358866,KOG0518,32,Amoebozoa,FLNA,0,0,1,0,0,0,1,30
ENSP00000358997,COG0478,32,Amoebozoa,IRAK1,0,0,1,0,0,0,1,5
ENSP00000359077,KOG3513,29,Ctenophora,L1CAM,0,0,1,0,0,0,1,16
ENSP00000359385,COG5590,32,Amoebozoa,GLMN,0,0,1,0,0,0,0,3
ENSP00000359552,KOG0694,31,Fungi,PKN2,0,1,0,0,0,0,0,16
ENSP00000359663,KOG3656,32,Amoebozoa,CD40LG,0,0,1,0,0,0,0,4
ENSP00000360305,KOG1703,32,Amoebozoa,PDLIM1,0,0,1,0,0,0,1,11
ENSP00000360464,KOG2812,32,Amoebozoa,NKAP,0,0,1,0,0,0,0,1
ENSP00000360882,KOG3544,32,Amoebozoa,COL5A1,0,0,0,1,0,0,0,18
ENSP00000361021,COG2453,32,Amoebozoa,PTEN,0,1,1,0,1,0,1,11
ENSP00000361264,KOG3417,32,Amoebozoa,RAPGEF1,0,1,0,0,0,0,0,10
ENSP00000361423,COG0478,32,Amoebozoa,ABL1,0,1,1,0,0,0,1,37
ENSP00000361467,COG0194,32,Amoebozoa,DLG5,0,0,1,0,0,0,0,3
ENSP00000361471,COG0137,32,Amoebozoa,ASS1,0,0,1,0,0,0,1,1
ENSP00000361663,KOG3510,32,Amoebozoa,IL1RAPL2,0,1,0,0,0,0,0,1
ENSP00000361818,NOG007930,14,Afrotheria,SDC4,0,0,1,0,0,0,1,17
ENSP00000361850,COG5640,32,Amoebozoa,PLAU,0,0,1,0,0,0,1,10
ENSP00000362680,COG0478,32,Amoebozoa,SRC,0,1,1,0,0,0,1,108
ENSP00000362776,KOG3544,32,Amoebozoa,COL16A1,0,1,1,0,0,0,0,15
ENSP00000363840,KOG3544,32,Amoebozoa,COL11A2,0,0,0,1,0,0,0,11
ENSP00000364000,KOG3544,32,Amoebozoa,COL5A2,0,0,0,1,0,0,0,14
ENSP00000364163,NOG008962,32,Amoebozoa,NOTCH4,0,0,1,0,0,0,0,7
ENSP00000364210,KOG2177,32,Amoebozoa,AGER,1,0,1,0,0,0,1,4
ENSP00000364683,NOG037610,21,Tunicata,BAMBI,0,0,0,0,1,0,0,6
ENSP00000364898,COG0478,32,Amoebozoa,SYK,0,0,1,0,0,0,0,49
ENSP00000365227,COG5126,32,Amoebozoa,AIF1,0,0,1,0,0,0,0,4
ENSP00000365380,KOG4385,29,Ctenophora,FOXP3,0,0,1,0,0,0,1,8
ENSP00000365465,NOG013178,15,Metatheria,CDSN,0,0,1,0,0,0,0,2
ENSP00000365569,COG2268,32,Amoebozoa,FLOT1,0,1,1,0,0,0,1,14
ENSP00000365817,NOG008934,20,Actinopterygii,HLA-E,0,0,1,0,0,0,1,19
ENSP00000366024,NOG038821,20,Actinopterygii,HLA-G,0,0,1,0,0,0,0,13
ENSP00000366109,KOG0819,32,Amoebozoa,ANXA1,0,0,1,0,0,0,1,13
ENSP00000366283,COG1552,32,Amoebozoa,SLITRK5,0,0,1,0,0,0,0,17
ENSP00000366288,COG1552,32,Amoebozoa,SLITRK1,0,1,1,0,0,0,0,2
ENSP00000367154,COG1552,32,Amoebozoa,RSU1,0,0,1,0,0,0,0,4
ENSP00000367316,KOG3637,29,Ctenophora,ITGA8,0,0,1,0,0,0,0,48
ENSP00000367817,NOG008962,32,Amoebozoa,PODXL,0,0,1,0,0,0,1,1
ENSP00000368104,KOG3900,28,Porifera,BMP2,0,0,1,0,1,0,1,9
ENSP00000368278,KOG3510,32,Amoebozoa,IL1RAPL1,0,1,0,0,0,0,0,1
ENSP00000368632,KOG1601,32,Amoebozoa,GATA3,0,0,0,0,1,0,1,6
ENSP00000369270,KOG1721,32,Amoebozoa,RREB1,0,0,1,0,0,0,0,1
ENSP00000369375,KOG0200,30,Choanoflagellata,TEK,0,1,1,0,0,0,1,10
ENSP00000369554,NOG050058,20,Actinopterygii,IFNA2,0,0,1,0,0,0,0,12
ENSP00000369581,NOG050058,20,Actinopterygii,IFNB1,0,0,1,0,0,0,0,15
ENSP00000369677,KOG3544,32,Amoebozoa,EMILIN1,0,0,1,0,0,0,0,30
ENSP00000369889,KOG3544,32,Amoebozoa,COL2A1,0,0,0,1,0,0,0,35
ENSP00000370483,COG2272,32,Amoebozoa,NLGN4X,0,1,0,0,0,0,0,3
ENSP00000370593,COG5599,32,Amoebozoa,PTPRD,0,0,1,0,0,0,1,7
ENSP00000370698,NOG037713,23,Ambulacraria,IL6ST,0,0,1,0,0,0,0,21
ENSP00000370989,NOG011068,20,Actinopterygii,CD274,0,0,1,0,0,0,1,12
ENSP00000371067,COG0478,32,Amoebozoa,JAK2,0,0,1,0,0,0,1,35
ENSP00000371219,COG1100,32,Amoebozoa,RHOH,0,0,1,0,0,0,0,9
ENSP00000371798,NOG009820,29,Ctenophora,FSCN1,0,1,0,1,0,0,1,2
ENSP00000371958,KOG3882,29,Ctenophora,CD9,0,0,1,0,0,0,1,14
ENSP00000372295,NOG009095,21,Tunicata,GJB2,0,1,0,0,0,0,1,3
ENSP00000373489,NOG008950,32,Amoebozoa,KRT18,0,0,1,0,0,0,0,4
ENSP00000373574,COG0478,32,Amoebozoa,ACVRL1,0,1,1,0,0,0,0,6
ENSP00000375086,NOG007935,12,Glires,CCL25,1,0,1,0,0,0,0,7
ENSP00000375616,NOG008990,31,Fungi,LILRB4,0,0,1,0,0,0,0,5
ENSP00000375629,KOG3510,32,Amoebozoa,LILRB2,0,0,1,0,0,0,0,16
ENSP00000376197,COG2234,32,Amoebozoa,TFRC,0,0,1,0,0,0,0,34
ENSP00000376436,KOG3806,29,Ctenophora,ETS1,0,0,1,0,0,0,1,3
ENSP00000376457,KOG3524,29,Ctenophora,ECT2,0,1,0,0,0,0,1,6
ENSP00000376637,NOG007959,14,Afrotheria,IGF1,0,0,1,0,0,0,0,13
ENSP00000377370,NOG035590,23,Ambulacraria,IGSF11,0,0,1,0,0,0,0,1
ENSP00000377508,COG0572,32,Amoebozoa,JUP,0,1,1,0,0,0,1,40
ENSP00000377941,KOG0035,31,Fungi,ACTN1,0,1,1,0,0,0,0,34
ENSP00000378332,KOG1703,32,Amoebozoa,TGFB1I1,0,0,0,0,1,0,0,4
ENSP00000378368,COG2268,32,Amoebozoa,FLOT2,0,0,1,0,0,0,1,14
ENSP00000378577,KOG3364,32,Amoebozoa,CLDN3,0,1,1,0,0,0,1,7
ENSP00000378786,NOG008615,14,Afrotheria,HLA-DRA,0,0,1,0,0,0,0,22
ENSP00000378856,KOG3587,25,Spiralia,LGALS9,0,0,1,0,0,0,1,9
ENSP00000379140,NOG045996,20,Actinopterygii,CXCL12,1,0,1,0,0,0,1,9
ENSP00000379204,KOG3900,28,Porifera,BMP7,0,0,1,0,0,0,1,3
ENSP00000379350,KOG1226,32,Amoebozoa,ITGB1,1,0,1,0,0,0,1,94
ENSP00000379616,KOG0161,32,Amoebozoa,MYH11,0,0,0,1,0,0,0,13
ENSP00000379873,NOG008934,20,Actinopterygii,HLA-A,0,0,1,0,0,0,0,13
ENSP00000379975,COG0666,32,Amoebozoa,ILK,0,0,1,0,0,0,1,12
ENSP00000380150,COG0194,32,Amoebozoa,CARD11,0,0,1,0,0,0,0,3
ENSP00000380227,KOG3637,29,Ctenophora,ITGA4,1,0,1,0,0,0,1,53
ENSP00000380638,KOG4257,30,Choanoflagellata,PTK2B,0,0,1,0,0,0,1,27
ENSP00000380855,NOG011068,20,Actinopterygii,PDCD1LG2,0,0,1,0,0,0,0,10
ENSP00000380948,KOG1226,32,Amoebozoa,ITGB2,0,0,1,0,0,0,1,54
ENSP00000381448,KOG4658,32,Amoebozoa,CST3,0,0,0,1,0,0,1,6
ENSP00000381775,NOG037849,20,Actinopterygii,TNFSF11,0,0,1,0,0,0,1,3
ENSP00000381949,KOG3544,32,Amoebozoa,COL13A1,0,0,1,0,0,0,0,13
ENSP00000382004,KOG1048,29,Ctenophora,CTNND1,0,0,1,0,0,0,1,18
ENSP00000382697,COG0478,32,Amoebozoa,ROCK1,1,1,1,0,0,0,1,31
ENSP00000384273,NOG008962,32,Amoebozoa,RELA,0,0,1,0,0,0,1,34
ENSP00000384371,KOG1721,32,Amoebozoa,BCL6,0,0,1,0,0,0,0,5
ENSP00000385143,KOG1480,30,Choanoflagellata,UNC5D,0,0,1,0,0,0,0,4
ENSP00000385450,KOG3209,29,Ctenophora,MAGI1,0,0,1,0,0,0,0,6
ENSP00000385451,NOG008164,20,Actinopterygii,MDK,0,0,1,0,1,0,1,4
ENSP00000385477,KOG3364,32,Amoebozoa,CLDN5,0,1,0,0,0,0,1,9
ENSP00000385523,KOG3575,32,Amoebozoa,PPARA,0,0,1,0,0,0,0,5
ENSP00000385675,NOG007545,18,Amphibia,IL6,0,0,1,1,1,0,1,20
ENSP00000386896,KOG3637,29,Ctenophora,ITGA6,0,0,1,0,0,0,1,50
ENSP00000391490,NOG008077,21,Tunicata,AGR2,0,0,1,0,0,0,1,5
ENSP00000392500,COG2272,32,Amoebozoa,NLGN1,0,1,0,0,0,0,0,6
ENSP00000393566,NOG018092,19,Coelacanthimorpha,HLA-DPA1,0,0,1,0,0,0,0,19
ENSP00000394496,COG1985,31,Fungi,CORO1C,0,1,1,0,0,0,1,6
ENSP00000394888,KOG1997,30,Choanoflagellata,DOCK8,0,0,1,0,0,0,0,4
ENSP00000397459,COG2453,32,Amoebozoa,DUSP22,0,1,1,0,0,0,0,6
ENSP00000398632,NOG008010,21,Tunicata,CD44,0,0,1,0,0,0,1,23
ENSP00000398698,NOG007993,20,Actinopterygii,TNF,1,1,1,0,0,0,1,17
ENSP00000398890,NOG008956,32,Amoebozoa,HLA-DMB,0,0,1,0,0,0,0,8
ENSP00000400010,COG5599,32,Amoebozoa,PTPRJ,0,1,1,0,0,0,0,9
ENSP00000400175,COG1100,32,Amoebozoa,RHOA,0,1,1,0,0,0,1,57
ENSP00000406037,KOG2747,32,Amoebozoa,KAT8,0,0,0,0,1,0,0,2
ENSP00000406191,KOG3676,29,Ctenophora,TRPV4,0,0,1,0,0,0,0,2
ENSP00000407685,KOG2579,30,Choanoflagellata,TNXB,0,0,0,1,0,0,0,22
ENSP00000408146,NOG008956,32,Amoebozoa,HLA-DPB1,0,0,1,0,0,0,0,20
ENSP00000408695,KOG0696,30,Choanoflagellata,PRKCA,0,1,1,0,0,0,1,25
ENSP00000414303,NOG009240,21,Tunicata,BDNF,0,1,0,0,0,0,1,8
ENSP00000415743,KOG3776,28,Porifera,CD36,0,0,1,0,0,0,0,20
ENSP00000416255,KOG0401,32,Amoebozoa,EIF4G1,0,1,0,0,0,0,0,2
ENSP00000416523,KOG3611,29,Ctenophora,SEMA4D,0,0,1,0,0,0,1,9
ENSP00000416696,KOG2006,32,Amoebozoa,RIC1,0,0,0,1,0,0,0,3
ENSP00000417273,KOG4226,29,Ctenophora,NCK1,0,0,1,0,0,0,0,30
ENSP00000417335,KOG4222,28,Porifera,ROBO2,0,0,1,0,0,0,0,8
ENSP00000418112,COG5599,32,Amoebozoa,PTPRG,0,0,1,0,0,0,0,2
ENSP00000418447,COG0639,32,Amoebozoa,PPP2CA,0,0,0,0,1,0,1,24
ENSP00000418915,COG0666,32,Amoebozoa,CDKN2A,0,0,1,0,0,0,1,8
ENSP00000419446,KOG3607,31,Fungi,ADAM9,0,0,1,0,0,0,1,3
ENSP00000419465,KOG0940,32,Amoebozoa,WWTR1,0,0,0,0,1,0,1,11
ENSP00000420091,COG1552,32,Amoebozoa,SLITRK3,0,1,1,0,0,0,1,3
ENSP00000420321,KOG4222,28,Porifera,ROBO1,0,0,1,0,0,0,1,15
ENSP00000424565,KOG3594,32,Amoebozoa,CDHR2,0,0,1,0,0,0,0,2
ENSP00000427552,KOG1094,29,Ctenophora,DDR1,0,0,1,1,0,0,1,3
ENSP00000427687,KOG0318,32,Amoebozoa,WDR1,0,1,0,0,0,0,0,4
ENSP00000428184,KOG3528,31,Fungi,SDCBP,0,0,0,0,1,0,0,5
ENSP00000430684,COG0478,32,Amoebozoa,IKBKB,0,1,0,0,0,0,1,18
ENSP00000431885,COG0478,32,Amoebozoa,TYK2,0,0,1,0,0,0,1,20
ENSP00000431926,NOG008950,32,Amoebozoa,AMBRA1,0,0,1,0,0,0,0,7
ENSP00000432511,COG0478,32,Amoebozoa,JAK3,0,0,1,0,0,0,0,21
ENSP00000433623,KOG0297,32,Amoebozoa,TRAF6,0,0,1,0,0,0,1,20
ENSP00000434034,KOG3577,28,Porifera,FZD4,0,0,1,0,0,0,0,11
ENSP00000435389,KOG0940,32,Amoebozoa,PLEKHA7,0,1,0,0,0,0,0,4
ENSP00000436047,KOG2692,26,Cnidaria,ST3GAL4,1,0,1,0,0,0,0,5
ENSP00000447297,COG0478,32,Amoebozoa,TGFBR1,0,0,0,1,0,0,0,18
ENSP00000451828,COG0478,32,Amoebozoa,AKT1,0,0,1,0,0,0,1,35
ENSP00000452786,KOG1226,32,Amoebozoa,ITGB3,0,0,1,0,0,0,1,76
ENSP00000454623,KOG3637,29,Ctenophora,ITGAX,0,0,1,0,0,0,0,35
ENSP00000457421,KOG3510,32,Amoebozoa,PECAM1,1,1,1,0,0,0,1,16
ENSP00000458162,COG5277,32,Amoebozoa,ACTG1,0,1,1,0,0,0,0,52
ENSP00000459615,KOG3565,31,Fungi,SRGAP2,0,0,1,0,0,0,0,9
ENSP00000463325,COG5599,32,Amoebozoa,PTPRM,0,0,1,0,0,0,0,3
ENSP00000463752,NOG009174,22,Cephalochordata,GJD3,0,1,0,0,0,0,0,2
ENSP00000469413,KOG0578,31,Fungi,PAK4,0,0,1,0,0,0,1,33
ENSP00000470788,KOG3510,32,Amoebozoa,IL12RB1,0,0,1,0,0,0,0,18
ENSP00000472929,KOG2996,29,Ctenophora,VAV1,0,0,1,0,0,0,0,42
ENSP00000477713,COG0478,32,Amoebozoa,LCK,0,0,1,0,0,0,0,48
ENSP00000478290,KOG3565,31,Fungi,SRGAP2C,0,1,0,0,0,0,0,2
ENSP00000478763,KOG3510,32,Amoebozoa,SIRPA,0,0,1,0,0,0,0,8
ENSP00000479719,KOG3534,29,Ctenophora,CYFIP2,0,1,0,0,0,0,0,19
ENSP00000479860,COG5126,32,Amoebozoa,CIB1,0,0,1,0,0,0,0,2
ENSP00000480359,KOG1703,32,Amoebozoa,PDLIM5,0,0,1,0,0,0,0,7
ENSP00000485033,KOG1998,31,Fungi,DOCK1,0,1,1,0,0,0,0,22
ENSP00000486891,KOG3248,28,Porifera,TCF7L2,0,0,0,0,1,0,0,9
ENSP00000489597,COG5599,32,Amoebozoa,PTPN11,0,0,1,0,0,0,0,55
ENSP00000494750,COG5277,32,Amoebozoa,ACTB,0,1,0,0,0,0,0,59
ENSP00000494788,KOG0033,30,Choanoflagellata,CASK,0,0,1,0,0,0,0,14
ENSP00000495360,COG0572,32,Amoebozoa,CTNNB1,0,1,1,0,1,0,0,61
ENSP00000495631,KOG2070,30,Choanoflagellata,ARHGEF7,0,1,1,0,0,0,0,17
ENSP00000496394,KOG4807,28,Porifera,TRIOBP,0,0,1,0,0,0,0,6
ENSP00000496414,KOG3529,29,Ctenophora,RDX,0,0,1,0,0,0,0,12
ENSP00000496577,KOG4566,28,Porifera,SOCS1,0,0,1,0,0,0,0,24
ENSP00000496959,KOG3637,29,Ctenophora,ITGAM,0,0,1,0,0,0,0,38
ENSP00000497733,COG1100,32,Amoebozoa,CDC42,0,0,1,0,0,0,0,61
ENSP00000497915,NOG007225,14,Afrotheria,IL21,0,0,1,0,0,0,0,7
ENSP00000498441,KOG2579,30,Choanoflagellata,FGA,0,0,1,0,0,0,0,29
ENSP00000499900,COG0478,32,Amoebozoa,JAK1,0,0,1,0,0,0,0,26
ENSP00000474412,NOG013710,20,Actinopterygii,CCL5,0,0,1,0,0,0,1,17
ENSP00000383042,COG1231,32,Amoebozoa,KDM1A,0,0,0,0,1,0,1,8
ENSP00000497653,KOG3544,32,Amoebozoa,COL17A1,0,1,0,0,0,0,0,18
ENSP00000376475,COG0664,32,Amoebozoa,PRKAR1A,0,0,1,0,0,0,0,9
ENSP00000498227,KOG4297,32,Amoebozoa,SELL,1,0,1,0,0,0,0,3
ENSP00000422533,KOG3545,29,Ctenophora,ADGRL3,0,0,1,0,0,0,1,12
ENSP00000391826,NOG007901,21,Tunicata,IGF2,0,0,1,0,0,0,0,9
ENSP00000283752,COG4826,27,Placozoa,SERPINB3,0,0,0,0,1,0,1,2
ENSP00000447730,KOG3882,29,Ctenophora,CD63,0,0,1,0,0,0,1,5
ENSP00000296350,COG2272,32,Amoebozoa,MELTF,0,0,1,1,0,0,0,2
ENSP00000367202,KOG3649,30,Choanoflagellata,RECK,0,0,0,1,0,1,1,2
ENSP00000359085,KOG3512,27,Placozoa,NTNG1,0,0,1,0,0,0,0,7
ENSP00000402584,KOG3510,32,Amoebozoa,MDGA1,0,1,1,0,0,0,0,4
ENSP00000378431,KOG3544,32,Amoebozoa,MMRN1,0,0,1,0,0,0,0,9
ENSP00000442600,KOG3781,28,Porifera,DAG1,0,0,0,1,1,0,1,6
ENSP00000501150,KOG0904,29,Ctenophora,PIK3CB,0,0,1,0,0,0,0,47
ENSP00000361965,COG1816,32,Amoebozoa,ADA,0,0,1,0,0,0,0,4
ENSP00000389326,KOG3690,27,Placozoa,ACE2,0,1,0,0,0,0,1,4
ENSP00000293761,KOG3544,32,Amoebozoa,ALOX15,0,0,1,0,0,0,0,1
ENSP00000360170,KOG2579,30,Choanoflagellata,ANGPTL3,0,0,1,0,0,0,0,2
ENSP00000479536,NOG006966,14,Afrotheria,CD177,1,1,1,0,0,0,0,2
ENSP00000500990,NOG008618,21,Tunicata,SNCA,0,1,0,0,0,0,0,9
ENSP00000384823,KOG1777,29,Ctenophora,FBXO11,0,0,0,0,1,0,0,2
ENSP00000262120,NOG010439,26,Cnidaria,TWSG1,0,0,1,0,0,0,0,1
ENSP00000498748,KOG3656,32,Amoebozoa,GREM1,0,0,0,1,1,0,0,5
ENSP00000442736,KOG3610,30,Choanoflagellata,PLXNB3,0,0,1,0,0,0,0,6
ENSP00000495564,KOG4091,31,Fungi,GRHL2,0,1,0,0,0,0,0,1
ENSP00000400341,KOG3563,27,Placozoa,FOXA2,0,0,0,0,1,0,1,2
ENSP00000346879,KOG0842,28,Porifera,NKX2-1,0,0,0,0,1,0,1,1
ENSP00000419085,NOG006795,14,Afrotheria,TIGIT,0,0,1,0,0,0,0,1
ENSP00000340864,NOG027333,1,Homo,C1QTNF1,0,0,1,0,0,0,0,1
ENSP00000422007,KOG0035,31,Fungi,ACTN3,0,1,1,0,0,0,0,5
ENSP00000270233,KOG3515,28,Porifera,BCAM,0,0,1,0,0,0,1,1
ENSP00000498587,NOG008962,32,Amoebozoa,NOTCH1,0,0,1,0,0,0,0,11
ENSP00000343129,KOG2177,32,Amoebozoa,TRIM29,0,0,1,0,0,0,0,2
ENSP00000496954,KOG0164,30,Choanoflagellata,MYO1C,0,1,0,0,0,0,0,19
ENSP00000263735,NOG007415,17,Sauropsida,EPCAM,0,0,1,0,0,0,1,1
ENSP00000497290,KOG3594,32,Amoebozoa,CDH5,0,1,1,0,0,0,0,12
ENSP00000363092,COG0664,32,Amoebozoa,PRKG1,0,0,1,0,0,0,0,4
ENSP00000389814,NOG010083,21,Tunicata,ADIPOQ,0,0,1,0,0,0,1,4
ENSP00000378702,KOG1474,32,Amoebozoa,BRD2,0,0,1,0,0,0,0,3
ENSP00000363804,KOG1721,32,Amoebozoa,KLF4,0,0,1,0,0,0,1,4
ENSP00000477725,COG0666,32,Amoebozoa,KANK1,0,0,1,0,0,0,0,1
ENSP00000373783,NOG008962,32,Amoebozoa,LOXL2,0,0,0,1,1,0,1,3
ENSP00000497102,NOG008308,20,Actinopterygii,CTLA4,0,0,1,0,0,0,0,10
ENSP00000442008,KOG0239,32,Amoebozoa,KIFC3,0,1,0,0,0,0,0,2
ENSP00000398803,COG0451,32,Amoebozoa,GFUS,0,0,1,0,0,0,0,1
ENSP00000341292,KOG0584,32,Amoebozoa,WNK1,0,0,1,0,0,0,0,1
ENSP00000383376,NOG007912,20,Actinopterygii,JAM2,1,0,1,0,0,0,0,5
ENSP00000379438,NOG008962,32,Amoebozoa,UMOD,0,0,1,0,0,0,0,1
ENSP00000452796,NOG009217,28,Porifera,PEAK1,0,1,1,0,0,0,1,4
ENSP00000368759,COG5277,32,Amoebozoa,NEDD9,0,0,1,0,0,0,1,4
ENSP00000310448,KOG2217,32,Amoebozoa,SART1,0,0,1,0,0,0,0,1
ENSP00000419411,KOG0799,32,Amoebozoa,GCNT2,0,0,1,0,1,0,0,4
ENSP00000483424,KOG0586,31,Fungi,MARK1,0,0,0,0,1,0,0,1
ENSP00000458585,KOG1565,32,Amoebozoa,MMP12,0,0,1,0,0,0,1,1
ENSP00000378957,KOG2579,30,Choanoflagellata,MFAP4,0,0,0,1,0,0,0,4
ENSP00000367398,NOG009068,29,Ctenophora,NPHP4,0,1,0,0,0,0,0,2
ENSP00000473001,KOG2398,32,Amoebozoa,FCHO1,0,0,1,0,0,0,0,2
ENSP00000356016,KOG4297,32,Amoebozoa,CR1,0,0,1,0,0,0,1,1
ENSP00000467537,COG5599,32,Amoebozoa,PTPRS,0,0,1,0,0,0,0,2
ENSP00000344967,NOG041640,26,Cnidaria,SPRY4,0,0,1,0,0,0,0,1
ENSP00000496695,KOG2935,29,Ctenophora,ATXN3,0,0,1,0,0,0,0,1
ENSP00000360296,COG0671,32,Amoebozoa,PLPP3,0,0,1,0,0,0,0,1
ENSP00000358283,KOG2235,32,Amoebozoa,UFL1,0,0,1,0,0,0,0,1
ENSP00000469049,NOG007646,20,Actinopterygii,TNFSF14,0,0,1,0,0,0,0,5
ENSP00000501245,KOG4012,32,Amoebozoa,CD1D,0,0,1,0,0,0,0,1
ENSP00000482228,NOG008969,32,Amoebozoa,PLEKHA2,0,0,1,0,0,0,0,1
ENSP00000481841,NOG045619,14,Afrotheria,CD24,0,0,1,0,0,0,0,1
ENSP00000363317,KOG3528,31,Fungi,FRMPD2,0,1,0,0,0,0,0,1
ENSP00000472474,COG3325,32,Amoebozoa,IL4I1,0,0,1,0,0,0,0,1
ENSP00000384262,NOG009588,30,Choanoflagellata,HPSE,0,0,1,0,0,0,1,1
ENSP00000417404,NOG038821,20,Actinopterygii,HFE,0,0,1,0,0,0,0,2
ENSP00000484552,NOG009174,22,Cephalochordata,GJA5,0,1,0,0,0,0,0,2
ENSP00000494468,NOG009095,21,Tunicata,GJB6,0,1,0,0,0,0,0,1
ENSP00000463051,KOG3900,28,Porifera,GDF2,0,1,0,0,0,0,1,1
ENSP00000378409,NOG007805,20,Actinopterygii,VSIR,0,0,1,0,0,0,0,1
ENSP00000380958,NOG032763,20,Actinopterygii,MBP,0,0,1,0,0,1,0,1
ENSP00000493121,KOG3565,31,Fungi,SRGAP2B,0,1,0,0,0,0,0,1
