node,cog_id,root,clade_name,queryItem,cellular extravasation,cell junction organization,cell adhesion,extracellular matrix organization,epithelial to mesenchymal transition,regulation of metallopeptidase activity,metastasis suppressor
ENSP00000356515,COG5069,36,SAR,UTRN,0,0,1,0,0,0,0
ENSP00000356621,KOG3508,32,Amoebozoa,RASAL2,0,0,0,0,0,0,1
ENSP00000356791,NOG13312,22,Cephalochordata,DPT,0,0,0,0,0,0,1
ENSP00000356792,NOG30968,17,Sauropsida,XCL1,0,0,1,0,0,0,0
ENSP00000357005,NOG10006,20,Actinopterygii,F11R,1,1,1,0,0,0,0
ENSP00000357047,KOG1883,30,Choanoflagellata,MED23,0,0,0,0,0,0,1
ENSP00000357288,KOG4107,30,Choanoflagellata,LAMTOR2,0,1,0,0,0,0,0
ENSP00000357392,KOG3858,24,Ecdysozoa,EFNA1,0,0,1,0,0,0,0
ENSP00000357470,NOG15115,20,Actinopterygii,IL6R,0,0,1,0,0,0,0
ENSP00000357727,NOG271637,17,Sauropsida,S100A9,0,0,1,0,0,0,0
ENSP00000357801,NOG30694,20,Actinopterygii,S100A10,0,1,1,0,0,0,0
ENSP00000357883,COG5253,37,Metamonada,PIP5K1A,0,1,1,0,0,0,0
ENSP00000357981,COG4870,37,Metamonada,CTSS,0,0,0,1,0,0,0
ENSP00000358310,KOG3637,30,Choanoflagellata,ITGA10,0,0,1,0,0,0,0
ENSP00000358723,COG1100,37,Metamonada,RAP1A,0,1,0,0,0,0,0
ENSP00000358770,KOG0579,30,Choanoflagellata,SLK,0,1,1,0,0,0,0
ENSP00000358866,COG5069,36,SAR,FLNA,0,0,1,0,0,0,0
ENSP00000358997,COG0515,37,Metamonada,IRAK1,0,0,1,0,0,0,0
ENSP00000359077,KOG3513,29,Ctenophora,L1CAM,0,0,1,0,0,0,0
ENSP00000359085,KOG3512,28,Porifera,NTNG1,0,0,1,0,0,0,0
ENSP00000359385,NOG257948,23,Ambulacraria,GLMN,0,0,1,0,0,0,0
ENSP00000359552,KOG0694,32,Amoebozoa,PKN2,0,1,0,0,0,0,0
ENSP00000359663,KOG3656,30,Choanoflagellata,CD40LG,0,0,1,0,0,0,0
ENSP00000360296,COG0671,36,SAR,PLPP3,0,0,1,0,0,0,0
ENSP00000360305,KOG1703,36,SAR,PDLIM1,0,0,1,0,0,0,0
ENSP00000360882,KOG3544,34,Discoba,COL5A1,0,0,0,1,0,0,0
ENSP00000361021,COG2453,37,Metamonada,PTEN,0,1,1,0,1,0,1
ENSP00000361423,COG0515,37,Metamonada,ABL1,0,1,1,0,0,0,0
ENSP00000361467,KOG3528,30,Choanoflagellata,DLG5,0,0,1,0,0,0,0
ENSP00000361471,COG0137,36,SAR,ASS1,0,0,1,0,0,0,0
ENSP00000361716,KOG0078,37,Metamonada,RAB40A,0,1,0,0,0,0,0
ENSP00000361818,NOG22019,20,Actinopterygii,SDC4,0,0,1,0,0,0,0
ENSP00000361850,COG5640,30,Choanoflagellata,PLAU,0,0,1,1,0,0,0
ENSP00000362108,NOG83179,15,Metatheria,LCN2,0,0,0,0,0,0,1
ENSP00000362299,NOG18232,20,Actinopterygii,ENG,0,0,0,0,0,0,1
ENSP00000362680,COG0515,37,Metamonada,SRC,0,1,1,0,0,0,0
ENSP00000362776,KOG3544,34,Discoba,COL16A1,0,1,1,0,0,0,0
ENSP00000362924,KOG0443,34,Discoba,GSN,0,0,0,0,0,0,1
ENSP00000363092,COG0664,37,Metamonada,PRKG1,0,0,1,0,0,0,0
ENSP00000363377,COG5025,36,SAR,FOXO4,0,0,0,0,0,0,1
ENSP00000363840,KOG3544,34,Discoba,COL11A2,0,0,0,1,0,0,0
ENSP00000364000,KOG3544,34,Discoba,COL5A2,0,0,0,1,0,0,0
ENSP00000364163,KOG1217,37,Metamonada,NOTCH4,0,0,1,0,0,0,0
ENSP00000364210,NOG58030,16,Prototheria,AGER,1,0,1,0,0,0,0
ENSP00000364683,NOG10082,20,Actinopterygii,BAMBI,0,0,0,0,1,0,0
ENSP00000364886,COG1100,37,Metamonada,RND3,0,0,0,0,0,0,1
ENSP00000365227,COG5126,37,Metamonada,AIF1,0,0,1,0,0,0,0
ENSP00000365380,COG5025,36,SAR,FOXP3,0,0,1,0,0,0,0
ENSP00000365465,NOG57931,16,Prototheria,CDSN,0,0,1,0,0,0,0
ENSP00000365569,COG2268,31,Fungi,FLOT1,0,1,0,0,0,0,0
ENSP00000365817,NOG266535,20,Actinopterygii,HLA-E,0,0,1,0,0,0,0
ENSP00000366109,KOG0819,33,Viridiplantae,ANXA1,0,0,1,0,0,0,0
ENSP00000366267,KOG3821,29,Ctenophora,GPC5,0,0,0,0,0,0,1
ENSP00000367154,COG4886,37,Metamonada,RSU1,0,0,1,0,0,0,0
ENSP00000367316,KOG3637,30,Choanoflagellata,ITGA8,0,0,1,0,0,0,0
ENSP00000367817,NOG23429,17,Sauropsida,PODXL,0,0,1,0,0,0,0
ENSP00000368104,KOG3900,29,Ctenophora,BMP2,0,0,1,0,1,0,0
ENSP00000368632,COG5641,35,Rhodophyta,GATA3,0,0,0,0,1,0,1
ENSP00000369270,KOG1721,37,Metamonada,RREB1,0,0,1,0,0,0,0
ENSP00000369375,KOG0200,30,Choanoflagellata,TEK,0,1,1,0,0,0,0
ENSP00000369554,NOG58109,14,Afrotheria,IFNA2,0,0,1,0,0,0,0
ENSP00000369581,NOG58417,17,Sauropsida,IFNB1,0,0,1,0,0,0,0
ENSP00000369677,NOG07743,20,Actinopterygii,EMILIN1,0,0,1,0,0,0,0
ENSP00000369889,KOG3544,34,Discoba,COL2A1,0,0,0,1,0,0,0
ENSP00000370473,NOG09326,20,Actinopterygii,IGFBP3,0,0,0,0,0,0,1
ENSP00000370698,NOG10066,22,Cephalochordata,IL6ST,0,0,1,0,0,0,0
ENSP00000370989,NOG22308,20,Actinopterygii,CD274,0,0,1,0,0,0,0
ENSP00000371067,COG0515,37,Metamonada,JAK2,0,0,1,0,0,0,0
ENSP00000371219,COG1100,37,Metamonada,RHOH,0,0,1,0,0,0,0
ENSP00000371798,NOG257656,26,Cnidaria,FSCN1,0,1,0,1,0,0,0
ENSP00000371958,KOG3882,30,Choanoflagellata,CD9,0,0,1,0,0,0,1
ENSP00000372295,NOG07478,21,Tunicata,GJB2,0,1,0,0,0,0,0
ENSP00000373574,COG0515,37,Metamonada,ACVRL1,0,1,1,0,0,0,0
ENSP00000373854,KOG3637,30,Choanoflagellata,ITGAD,0,0,1,0,0,0,0
ENSP00000375086,NOG271296,20,Actinopterygii,CCL25,1,0,1,0,0,0,0
ENSP00000375616,NOG15898,18,Amphibia,LILRB4,0,0,1,0,0,0,0
ENSP00000375629,NOG15898,18,Amphibia,LILRB2,0,0,1,0,0,0,0
ENSP00000376436,KOG3806,29,Ctenophora,ETS1,0,0,1,0,0,0,0
ENSP00000376457,KOG3524,30,Choanoflagellata,ECT2,0,1,0,0,0,0,0
ENSP00000376475,COG0664,37,Metamonada,PRKAR1A,0,0,1,0,0,0,0
ENSP00000376808,COG5647,36,SAR,CUL5,0,1,1,0,0,0,0
ENSP00000377508,COG0572,37,Metamonada,JUP,0,1,1,0,0,0,1
ENSP00000377836,KOG3821,29,Ctenophora,GPC3,0,0,0,0,0,0,1
ENSP00000377941,COG5069,36,SAR,ACTN1,0,1,1,0,0,0,0
ENSP00000378332,KOG1703,36,SAR,TGFB1I1,0,0,0,0,1,0,0
ENSP00000378368,COG2268,31,Fungi,FLOT2,0,0,1,0,0,0,0
ENSP00000378577,NOG03763,21,Tunicata,CLDN3,0,1,1,0,0,0,0
ENSP00000378786,NOG15005,20,Actinopterygii,HLA-DRA,0,0,1,0,0,0,0
ENSP00000378856,KOG3587,27,Placozoa,LGALS9,0,0,1,0,0,0,1
ENSP00000379140,NOG240233,20,Actinopterygii,CXCL12,1,0,1,0,0,0,0
ENSP00000379350,KOG1226,30,Choanoflagellata,ITGB1,1,0,1,0,0,0,1
ENSP00000379616,COG5022,36,SAR,MYH11,0,0,0,1,0,0,0
ENSP00000379873,NOG266535,20,Actinopterygii,HLA-A,0,0,1,0,0,0,0
ENSP00000379975,COG0666,37,Metamonada,ILK,0,0,1,0,0,0,0
ENSP00000380150,COG0194,37,Metamonada,CARD11,0,0,1,0,0,0,0
ENSP00000380227,KOG3637,30,Choanoflagellata,ITGA4,1,0,1,0,0,0,0
ENSP00000380638,KOG4257,30,Choanoflagellata,PTK2B,0,0,1,0,0,0,0
ENSP00000380855,NOG22308,20,Actinopterygii,PDCD1LG2,0,0,1,0,0,0,0
ENSP00000380948,KOG1226,30,Choanoflagellata,ITGB2,0,0,1,0,0,0,0
ENSP00000381775,NOG00756,23,Ambulacraria,TNFSF11,0,0,1,0,0,0,0
ENSP00000382004,KOG1048,30,Choanoflagellata,CTNND1,0,0,1,0,0,0,0
ENSP00000382697,COG0515,37,Metamonada,ROCK1,1,1,1,0,0,0,0
ENSP00000382800,KOG3982,30,Choanoflagellata,RUNX3,0,0,0,0,0,0,1
ENSP00000383042,KOG0685,30,Choanoflagellata,KDM1A,0,0,0,0,1,0,0
ENSP00000383364,KOG4087,29,Ctenophora,PLA2G2A,0,0,0,0,0,0,1
ENSP00000384273,NOG04826,20,Actinopterygii,RELA,0,0,1,0,0,0,0
ENSP00000384371,KOG1721,37,Metamonada,BCL6,0,0,1,0,0,0,0
ENSP00000384537,NOG11833,20,Actinopterygii,AKAP12,0,0,0,0,0,0,1
ENSP00000385451,NOG14821,22,Cephalochordata,MDK,0,0,1,0,1,0,0
ENSP00000385675,NOG240695,19,Coelacanthimorpha,IL6,0,0,1,1,1,0,0
ENSP00000386135,KOG0032,37,Metamonada,DAPK1,0,0,0,0,0,0,1
ENSP00000386896,KOG3637,30,Choanoflagellata,ITGA6,0,0,1,0,0,0,0
ENSP00000389140,KOG4221,29,Ctenophora,DCC,0,0,0,0,0,0,1
ENSP00000390265,COG0538,36,SAR,IDH1,0,0,0,0,0,0,1
ENSP00000391826,NOG11666,20,Actinopterygii,IGF2,0,0,1,0,0,0,0
ENSP00000392500,COG2272,34,Discoba,NLGN1,0,1,0,0,0,0,0
ENSP00000393566,NOG15005,20,Actinopterygii,HLA-DPA1,0,0,1,0,0,0,0
ENSP00000397459,COG2453,37,Metamonada,DUSP22,0,1,1,0,0,0,0
ENSP00000398632,NOG256826,20,Actinopterygii,CD44,0,0,1,0,0,0,1
ENSP00000398698,NOG26904,20,Actinopterygii,TNF,1,1,1,0,0,0,0
ENSP00000398890,NOG245543,18,Amphibia,HLA-DMB,0,0,1,0,0,0,0
ENSP00000400010,COG5599,37,Metamonada,PTPRJ,0,1,1,0,0,0,0
ENSP00000400175,COG1100,37,Metamonada,RHOA,0,1,1,0,0,0,0
ENSP00000401303,KOG3697,30,Choanoflagellata,SHC1,0,0,0,0,0,0,1
ENSP00000404854,KOG2931,30,Choanoflagellata,NDRG1,0,0,0,0,0,0,1
ENSP00000406191,KOG3676,28,Porifera,TRPV4,0,0,1,0,0,0,0
ENSP00000407685,KOG2579,24,Ecdysozoa,TNXB,0,0,0,1,0,0,0
ENSP00000408695,KOG0696,30,Choanoflagellata,PRKCA,0,1,1,0,0,0,0
ENSP00000410402,KOG1006,30,Choanoflagellata,MAP2K4,0,0,0,0,0,0,1
ENSP00000416255,KOG0401,36,SAR,EIF4G1,0,1,0,0,0,0,0
ENSP00000416523,KOG3611,30,Choanoflagellata,SEMA4D,0,0,1,0,0,0,0
ENSP00000417273,KOG4226,30,Choanoflagellata,NCK1,0,0,1,0,0,0,0
ENSP00000418447,COG0639,37,Metamonada,PPP2CA,0,0,0,0,1,0,0
ENSP00000422591,COG4886,37,Metamonada,SLIT2,0,0,0,0,0,0,1
ENSP00000427687,KOG0318,34,Discoba,WDR1,0,1,0,0,0,0,0
ENSP00000427926,COG1100,37,Metamonada,RHOBTB2,0,0,0,0,0,0,1
ENSP00000430684,COG0515,37,Metamonada,IKBKB,0,1,0,0,0,0,0
ENSP00000431885,COG0515,37,Metamonada,TYK2,0,0,0,0,0,0,1
ENSP00000431926,KOG0266,37,Metamonada,AMBRA1,0,0,1,0,0,0,0
ENSP00000433623,KOG0297,36,SAR,TRAF6,0,0,1,0,0,0,0
ENSP00000434034,KOG3577,29,Ctenophora,FZD4,0,0,1,0,0,0,0
ENSP00000451828,COG0515,37,Metamonada,AKT1,0,0,1,0,0,0,0
ENSP00000452786,KOG1226,30,Choanoflagellata,ITGB3,0,0,1,0,0,0,0
ENSP00000457421,NOG29623,20,Actinopterygii,PECAM1,1,1,1,0,0,0,0
ENSP00000458162,COG5277,37,Metamonada,ACTG1,0,1,1,0,0,0,0
ENSP00000459615,KOG3565,32,Amoebozoa,SRGAP2,0,0,1,0,0,0,0
ENSP00000462521,KOG3780,32,Amoebozoa,TXNIP,0,0,0,0,0,0,1
ENSP00000463752,NOG07478,21,Tunicata,GJD3,0,1,0,0,0,0,0
ENSP00000469413,KOG0578,37,Metamonada,PAK4,0,1,1,0,0,0,0
ENSP00000474412,NOG271296,20,Actinopterygii,CCL5,0,0,1,0,0,0,0
ENSP00000385477,NOG03763,21,Tunicata,CLDN5,0,1,0,0,0,0,0
ENSP00000415283,NOG18285,20,Actinopterygii,ICAM2,0,0,1,0,0,0,1
ENSP00000364847,KOG4562,34,Discoba,MAGED1,0,0,0,0,0,0,1
ENSP00000414303,NOG10822,23,Ambulacraria,BDNF,0,1,0,0,0,0,0
ENSP00000369071,COG2335,31,Fungi,POSTN,0,0,0,0,0,0,1
ENSP00000454623,KOG3637,30,Choanoflagellata,ITGAX,0,0,1,0,0,0,0
ENSP00000408146,NOG15725,20,Actinopterygii,HLA-DPB1,0,0,1,0,0,0,0
ENSP00000356574,KOG1731,28,Porifera,QSOX1,0,0,0,1,0,0,0
ENSP00000227155,KOG3882,30,Choanoflagellata,CD82,0,0,0,0,0,0,1
ENSP00000447730,KOG3882,30,Choanoflagellata,CD63,0,0,1,0,0,0,1
ENSP00000376889,COG0105,37,Metamonada,NME2,0,0,0,0,0,0,1
ENSP00000362095,NOG02504,20,Actinopterygii,SRPX2,0,1,0,0,0,0,0
ENSP00000262626,COG5640,30,Choanoflagellata,HPN,0,0,0,1,1,0,0
ENSP00000301244,KOG4295,30,Choanoflagellata,SPINT2,0,0,1,0,0,0,0
ENSP00000378431,NOG258877,19,Coelacanthimorpha,MMRN1,0,0,1,0,0,0,0
ENSP00000398736,NOG239425,25,Spiralia,CYR61,0,0,0,0,0,0,1
ENSP00000419465,COG5021,37,Metamonada,WWTR1,0,0,0,0,1,0,0
ENSP00000361777,KOG1508,36,SAR,SET,0,0,0,0,0,0,1
ENSP00000418915,COG0666,37,Metamonada,CDKN2A,0,0,1,0,0,0,1
ENSP00000381949,KOG3544,34,Discoba,COL13A1,0,0,1,0,0,0,0
ENSP00000361965,COG1816,36,SAR,ADA,0,0,1,0,0,0,0
ENSP00000470788,NOG23480,17,Sauropsida,IL12RB1,0,0,1,0,0,0,0
ENSP00000389326,KOG3690,28,Porifera,ACE2,0,1,0,0,0,0,0
ENSP00000472929,KOG2996,30,Choanoflagellata,VAV1,0,0,1,0,0,0,0
ENSP00000360170,KOG2579,24,Ecdysozoa,ANGPTL3,0,0,1,0,0,0,0
ENSP00000427552,KOG1094,30,Choanoflagellata,DDR1,0,0,1,1,0,0,0
ENSP00000481994,COG0515,37,Metamonada,EPHB6,0,0,0,0,0,0,1
ENSP00000479536,NOG255980,16,Prototheria,CD177,1,1,1,0,0,0,0
ENSP00000356468,KOG4441,36,SAR,IVNS1ABP,0,0,0,0,0,0,1
ENSP00000419446,KOG3607,31,Fungi,ADAM9,0,0,1,0,0,0,0
ENSP00000381448,NOG272242,20,Actinopterygii,CST3,0,0,0,1,0,0,0
ENSP00000385523,KOG3575,29,Ctenophora,PPARA,0,0,1,0,0,0,0
ENSP00000405330,KOG3575,29,Ctenophora,ESR1,0,0,0,0,0,0,1
ENSP00000283921,KOG0487,25,Spiralia,HOXA10,0,0,0,0,0,0,1
ENSP00000384823,KOG1777,29,Ctenophora,FBXO11,0,0,0,0,1,0,0
ENSP00000262120,NOG02485,24,Ecdysozoa,TWSG1,0,0,1,0,0,0,0
ENSP00000379204,KOG3900,29,Ctenophora,BMP7,0,0,1,0,0,0,0
ENSP00000442736,KOG3610,30,Choanoflagellata,PLXNB3,0,0,1,0,0,0,0
ENSP00000376849,KOG3573,29,Ctenophora,CASP5,0,0,0,0,0,0,1
ENSP00000400341,COG5025,36,SAR,FOXA2,0,0,0,0,1,0,0
ENSP00000391490,NOG16413,20,Actinopterygii,AGR2,0,0,1,0,0,0,0
ENSP00000346879,KOG0489,29,Ctenophora,NKX2-1,0,0,0,0,1,0,1
ENSP00000340864,NOG258688,22,Cephalochordata,C1QTNF1,0,0,1,0,0,0,0
ENSP00000422007,COG5069,36,SAR,ACTN3,0,1,1,0,0,0,0
ENSP00000385450,COG5021,37,Metamonada,MAGI1,0,0,1,0,0,0,0
ENSP00000270233,NOG259335,21,Tunicata,BCAM,0,0,1,0,0,0,0
ENSP00000367797,NOG05235,28,Porifera,SKI,0,0,0,0,0,0,1
ENSP00000417763,COG0456,37,Metamonada,NAA10,0,0,0,0,0,0,1
ENSP00000359504,KOG2037,33,Viridiplantae,GBP1,0,0,1,0,0,0,0
ENSP00000372221,COG4826,28,Porifera,SERPINB5,0,0,0,0,0,0,1
ENSP00000381133,KOG2579,24,Ecdysozoa,FGL1,0,0,1,0,0,0,0
ENSP00000437256,COG0571,36,SAR,DICER1,0,0,0,0,0,0,1
ENSP00000378400,COG5069,36,SAR,LIMA1,0,0,0,0,0,0,1
ENSP00000394496,COG1985,32,Amoebozoa,CORO1C,0,1,1,0,0,0,0
ENSP00000263735,NOG08512,20,Actinopterygii,EPCAM,0,0,1,0,0,0,0
ENSP00000479860,COG5126,37,Metamonada,CIB1,0,0,1,0,0,0,0
ENSP00000389814,NOG04095,23,Ambulacraria,ADIPOQ,0,0,1,0,0,0,0
ENSP00000379904,KOG3575,29,Ctenophora,THRB,0,0,0,0,0,0,1
ENSP00000481956,KOG0709,30,Choanoflagellata,CREB3L1,0,0,0,0,0,0,1
ENSP00000363804,KOG1721,37,Metamonada,KLF4,0,0,1,0,0,0,1
ENSP00000414856,KOG4004,26,Cnidaria,SPARCL1,0,0,0,0,0,0,1
ENSP00000477725,COG0666,37,Metamonada,KANK1,0,0,1,0,0,0,0
ENSP00000344967,NOG246478,26,Cnidaria,SPRY4,0,0,1,0,0,0,0
ENSP00000373783,NOG04524,26,Cnidaria,LOXL2,0,0,0,1,1,0,0
ENSP00000357564,KOG0078,37,Metamonada,RAB13,0,1,0,0,0,0,0
ENSP00000296350,NOG04602,28,Porifera,MELTF,0,0,1,1,0,0,0
ENSP00000402584,NOG07232,22,Cephalochordata,MDGA1,0,1,1,0,0,0,0
ENSP00000367202,KOG3649,30,Choanoflagellata,RECK,0,0,0,1,0,0,1
ENSP00000335320,NOG02018,20,Actinopterygii,BCL9L,0,0,0,0,1,0,0
ENSP00000457206,KOG3953,29,Ctenophora,SPSB3,0,0,0,0,1,0,0
ENSP00000357980,COG0265,36,SAR,HTRA1,0,0,0,0,0,0,1
ENSP00000433560,KOG3591,26,Cnidaria,CRYAB,0,0,0,0,0,0,1
ENSP00000341292,KOG0584,37,Metamonada,WNK1,0,0,1,0,0,0,0
ENSP00000394888,KOG1997,34,Discoba,DOCK8,0,0,1,0,0,0,0
ENSP00000480359,KOG1703,36,SAR,PDLIM5,0,0,1,0,0,0,0
ENSP00000383376,NOG10255,20,Actinopterygii,JAM2,1,0,1,0,0,0,0
ENSP00000379438,NOG04884,21,Tunicata,UMOD,0,0,1,0,0,0,0
ENSP00000452796,NOG235096,29,Ctenophora,PEAK1,0,1,1,0,0,0,0
ENSP00000368759,NOG01278,29,Ctenophora,NEDD9,0,0,1,0,0,0,0
ENSP00000420091,NOG10229,20,Actinopterygii,SLITRK3,0,1,0,0,0,0,0
ENSP00000436047,KOG2692,24,Ecdysozoa,ST3GAL4,1,0,1,0,0,0,0
ENSP00000483424,KOG0586,36,SAR,MARK1,0,0,0,0,1,0,0
ENSP00000323264,KOG4796,28,Porifera,MARVELD2,0,1,0,0,0,0,0
ENSP00000458585,KOG1565,30,Choanoflagellata,MMP12,0,0,1,0,0,0,0
ENSP00000378957,KOG2579,24,Ecdysozoa,MFAP4,0,0,0,1,0,0,0
ENSP00000442973,KOG0032,37,Metamonada,DAPK3,0,1,1,0,0,0,0
ENSP00000367398,NOG239279,28,Porifera,NPHP4,0,1,0,0,0,0,0
ENSP00000473001,KOG2398,33,Viridiplantae,FCHO1,0,0,1,0,0,0,0
ENSP00000356016,KOG4297,30,Choanoflagellata,CR1,0,0,1,0,0,0,0
ENSP00000393316,COG0526,37,Metamonada,TMX1,0,0,1,0,0,0,0
ENSP00000356162,NOG43638,18,Amphibia,KISS1,0,0,0,0,0,0,1
ENSP00000359532,KOG3656,30,Choanoflagellata,NTSR1,0,0,0,0,0,0,1
ENSP00000406037,COG5027,37,Metamonada,KAT8,0,0,0,0,1,0,0
ENSP00000469049,NOG00756,23,Ambulacraria,TNFSF14,0,0,1,0,0,0,0
ENSP00000410769,COG5082,36,SAR,CNBP,0,0,0,0,0,0,1
ENSP00000482228,NOG04735,23,Ambulacraria,PLEKHA2,0,0,1,0,0,0,0
ENSP00000416696,KOG2006,35,Rhodophyta,RIC1,0,0,0,1,0,0,0
ENSP00000418112,COG5599,37,Metamonada,PTPRG,0,0,1,0,0,0,0
ENSP00000363317,KOG3528,30,Choanoflagellata,FRMPD2,0,1,0,0,0,0,0
ENSP00000392553,COG0671,36,SAR,PPAPDC1B,0,0,0,0,0,0,1
ENSP00000472474,COG1231,36,SAR,IL4I1,0,0,1,0,0,0,0
ENSP00000384262,NOG01637,23,Ambulacraria,HPSE,0,0,1,0,0,0,0
ENSP00000463051,KOG3900,29,Ctenophora,GDF2,0,1,0,0,0,0,0
ENSP00000417404,COG2036,37,Metamonada,HFE,0,0,1,0,0,0,0
ENSP00000484552,NOG07478,21,Tunicata,GJA5,0,1,0,0,0,0,0
ENSP00000424565,KOG3594,30,Choanoflagellata,CDHR2,0,0,1,0,0,0,0
ENSP00000396052,KOG4466,29,Ctenophora,BRMS1,0,0,0,0,0,0,1
ENSP00000451712,KOG2931,30,Choanoflagellata,NDRG2,0,0,0,0,0,0,1
ENSP00000478290,KOG3565,32,Amoebozoa,SRGAP2C,0,1,0,0,0,0,0
